,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
136,154.0,,,,,,,,,,,,,,,
137,86.0,,,,,,,,,,,,,,,
138,363.0,,,,,,,,,,,,,,,
139,266.0,,,,,,,,,,,,,,,
140,204.0,,,,,,,,,,,,,,,
141,210.0,,,,,,,,,,,,,,,
142,369.0,389.0,,,,,,,,,,,,,,
143,262.0,,,,,,,,,,,,,,,
144,369.0,,,,,,,,,,,,,,,
145,80.0,,,,,,,,,,,,,,,
146,262.0,,,,,,,,,,,,,,,
147,377.0,,,,,,,,,,,,,,,
148,363.0,369.0,,,,,,,,,,,,,,
149,363.0,,,,,,,,,,,,,,,
150,266.0,328.0,389.0,,,,,,,,,,,,,
151,86.0,,,,,,,,,,,,,,,
152,363.0,,,,,,,,,,,,,,,
153,204.0,,,,,,,,,,,,,,,
154,123.0,,,,,,,,,,,,,,,
155,369.0,,,,,,,,,,,,,,,
156,308.0,,,,,,,,,,,,,,,
157,253.0,,,,,,,,,,,,,,,
158,47.0,,,,,,,,,,,,,,,
159,367.0,,,,,,,,,,,,,,,
160,41.0,,,,,,,,,,,,,,,
161,165.0,242.0,246.0,286.0,,,,,,,,,,,,
162,208.0,332.0,,,,,,,,,,,,,,
163,247.0,,,,,,,,,,,,,,,
164,31.0,,,,,,,,,,,,,,,
165,196.0,266.0,276.0,353.0,372.0,376.0,,,,,,,,,,
166,369.0,389.0,,,,,,,,,,,,,,
167,23.0,,,,,,,,,,,,,,,
168,14.0,367.0,,,,,,,,,,,,,,
169,196.0,358.0,,,,,,,,,,,,,,
170,10.0,57.0,165.0,363.0,,,,,,,,,,,,
171,199.0,,,,,,,,,,,,,,,
172,262.0,,,,,,,,,,,,,,,
173,10.0,193.0,211.0,274.0,389.0,,,,,,,,,,,
174,71.0,338.0,,,,,,,,,,,,,,
175,341.0,,,,,,,,,,,,,,,
176,308.0,,,,,,,,,,,,,,,
177,242.0,283.0,,,,,,,,,,,,,,
178,208.0,349.0,367.0,,,,,,,,,,,,,
179,242.0,,,,,,,,,,,,,,,
180,207.0,278.0,367.0,376.0,,,,,,,,,,,,
181,175.0,,,,,,,,,,,,,,,
182,367.0,,,,,,,,,,,,,,,
183,367.0,,,,,,,,,,,,,,,
184,165.0,242.0,246.0,286.0,,,,,,,,,,,,
185,352.0,,,,,,,,,,,,,,,
186,130.0,196.0,304.0,,,,,,,,,,,,,
187,262.0,,,,,,,,,,,,,,,
188,208.0,266.0,314.0,,,,,,,,,,,,,
189,211.0,349.0,367.0,,,,,,,,,,,,,
190,312.0,314.0,328.0,,,,,,,,,,,,,
191,262.0,,,,,,,,,,,,,,,
192,23.0,,,,,,,,,,,,,,,
193,262.0,,,,,,,,,,,,,,,
194,262.0,,,,,,,,,,,,,,,
195,262.0,,,,,,,,,,,,,,,
196,346.0,363.0,,,,,,,,,,,,,,
197,262.0,,,,,,,,,,,,,,,
198,262.0,,,,,,,,,,,,,,,
199,262.0,,,,,,,,,,,,,,,
200,262.0,,,,,,,,,,,,,,,
201,262.0,,,,,,,,,,,,,,,
202,262.0,,,,,,,,,,,,,,,
203,262.0,,,,,,,,,,,,,,,
204,208.0,,,,,,,,,,,,,,,
205,262.0,,,,,,,,,,,,,,,
206,110.0,,,,,,,,,,,,,,,
207,376.0,,,,,,,,,,,,,,,
208,296.0,,,,,,,,,,,,,,,
209,271.0,,,,,,,,,,,,,,,
210,165.0,196.0,208.0,354.0,367.0,,,,,,,,,,,
211,314.0,,,,,,,,,,,,,,,
212,153.0,,,,,,,,,,,,,,,
213,296.0,,,,,,,,,,,,,,,
214,271.0,,,,,,,,,,,,,,,
215,363.0,,,,,,,,,,,,,,,
216,363.0,,,,,,,,,,,,,,,
217,80.0,246.0,,,,,,,,,,,,,,
218,14.0,80.0,246.0,,,,,,,,,,,,,
219,267.0,,,,,,,,,,,,,,,
220,138.0,,,,,,,,,,,,,,,
221,312.0,,,,,,,,,,,,,,,
222,80.0,,,,,,,,,,,,,,,
223,246.0,,,,,,,,,,,,,,,
224,208.0,,,,,,,,,,,,,,,
225,307.0,,,,,,,,,,,,,,,
226,363.0,,,,,,,,,,,,,,,
227,138.0,348.0,,,,,,,,,,,,,,
228,237.0,,,,,,,,,,,,,,,
229,363.0,,,,,,,,,,,,,,,
230,348.0,,,,,,,,,,,,,,,
231,363.0,,,,,,,,,,,,,,,
232,135.0,290.0,,,,,,,,,,,,,,
233,207.0,367.0,,,,,,,,,,,,,,
234,165.0,,,,,,,,,,,,,,,
235,313.0,,,,,,,,,,,,,,,
236,282.0,323.0,,,,,,,,,,,,,,
237,305.0,,,,,,,,,,,,,,,
238,346.0,376.0,,,,,,,,,,,,,,
239,367.0,,,,,,,,,,,,,,,
240,367.0,,,,,,,,,,,,,,,
241,367.0,,,,,,,,,,,,,,,
242,262.0,,,,,,,,,,,,,,,
243,367.0,,,,,,,,,,,,,,,
244,232.0,,,,,,,,,,,,,,,
245,306.0,,,,,,,,,,,,,,,
246,387.0,,,,,,,,,,,,,,,
247,17.0,,,,,,,,,,,,,,,
248,363.0,,,,,,,,,,,,,,,
249,157.0,,,,,,,,,,,,,,,
250,290.0,330.0,,,,,,,,,,,,,,
251,349.0,,,,,,,,,,,,,,,
252,237.0,,,,,,,,,,,,,,,
253,10.0,211.0,253.0,270.0,274.0,282.0,313.0,338.0,348.0,367.0,,,,,,
254,389.0,,,,,,,,,,,,,,,
255,306.0,,,,,,,,,,,,,,,
256,165.0,314.0,338.0,,,,,,,,,,,,,
257,262.0,,,,,,,,,,,,,,,
258,210.0,,,,,,,,,,,,,,,
259,262.0,,,,,,,,,,,,,,,
260,283.0,367.0,,,,,,,,,,,,,,
261,237.0,,,,,,,,,,,,,,,
262,88.0,,,,,,,,,,,,,,,
263,165.0,,,,,,,,,,,,,,,
264,352.0,,,,,,,,,,,,,,,
265,88.0,197.0,262.0,,,,,,,,,,,,,
266,197.0,262.0,,,,,,,,,,,,,,
267,206.0,299.0,,,,,,,,,,,,,,
268,165.0,344.0,363.0,,,,,,,,,,,,,
269,363.0,,,,,,,,,,,,,,,
270,236.0,,,,,,,,,,,,,,,
271,314.0,,,,,,,,,,,,,,,
272,354.0,,,,,,,,,,,,,,,
273,363.0,,,,,,,,,,,,,,,
274,312.0,,,,,,,,,,,,,,,
275,290.0,,,,,,,,,,,,,,,
276,307.0,,,,,,,,,,,,,,,
277,289.0,,,,,,,,,,,,,,,
278,348.0,,,,,,,,,,,,,,,
279,314.0,,,,,,,,,,,,,,,
280,354.0,,,,,,,,,,,,,,,
281,208.0,276.0,,,,,,,,,,,,,,
282,363.0,,,,,,,,,,,,,,,
283,363.0,,,,,,,,,,,,,,,
284,363.0,,,,,,,,,,,,,,,
285,363.0,376.0,,,,,,,,,,,,,,
286,210.0,312.0,,,,,,,,,,,,,,
287,348.0,,,,,,,,,,,,,,,
288,293.0,,,,,,,,,,,,,,,
289,254.0,383.0,,,,,,,,,,,,,,
290,147.0,,,,,,,,,,,,,,,
291,199.0,246.0,,,,,,,,,,,,,,
292,325.0,,,,,,,,,,,,,,,
293,363.0,,,,,,,,,,,,,,,
294,363.0,,,,,,,,,,,,,,,
295,328.0,363.0,,,,,,,,,,,,,,
296,246.0,,,,,,,,,,,,,,,
297,306.0,,,,,,,,,,,,,,,
298,363.0,,,,,,,,,,,,,,,
299,363.0,,,,,,,,,,,,,,,
300,269.0,363.0,,,,,,,,,,,,,,
301,358.0,363.0,,,,,,,,,,,,,,
302,222.0,,,,,,,,,,,,,,,
303,363.0,,,,,,,,,,,,,,,
304,165.0,231.0,,,,,,,,,,,,,,
305,294.0,,,,,,,,,,,,,,,
306,210.0,,,,,,,,,,,,,,,
307,355.0,367.0,,,,,,,,,,,,,,
308,259.0,367.0,,,,,,,,,,,,,,
309,86.0,,,,,,,,,,,,,,,
310,294.0,,,,,,,,,,,,,,,
311,389.0,,,,,,,,,,,,,,,
312,363.0,,,,,,,,,,,,,,,
313,290.0,313.0,348.0,,,,,,,,,,,,,
314,363.0,,,,,,,,,,,,,,,
315,226.0,,,,,,,,,,,,,,,
316,308.0,328.0,,,,,,,,,,,,,,
317,290.0,306.0,,,,,,,,,,,,,,
318,290.0,313.0,,,,,,,,,,,,,,
319,175.0,,,,,,,,,,,,,,,
320,262.0,,,,,,,,,,,,,,,
321,290.0,,,,,,,,,,,,,,,
322,262.0,,,,,,,,,,,,,,,
323,208.0,,,,,,,,,,,,,,,
324,389.0,,,,,,,,,,,,,,,
325,267.0,328.0,,,,,,,,,,,,,,
326,348.0,,,,,,,,,,,,,,,
327,314.0,,,,,,,,,,,,,,,
328,217.0,367.0,,,,,,,,,,,,,,
329,328.0,,,,,,,,,,,,,,,
330,207.0,378.0,,,,,,,,,,,,,,
331,217.0,367.0,,,,,,,,,,,,,,
332,14.0,363.0,,,,,,,,,,,,,,
333,247.0,348.0,,,,,,,,,,,,,,
334,290.0,,,,,,,,,,,,,,,
335,367.0,,,,,,,,,,,,,,,
336,308.0,,,,,,,,,,,,,,,
337,262.0,,,,,,,,,,,,,,,
338,164.0,,,,,,,,,,,,,,,
339,138.0,,,,,,,,,,,,,,,
340,308.0,,,,,,,,,,,,,,,
341,185.0,,,,,,,,,,,,,,,
342,389.0,,,,,,,,,,,,,,,
343,337.0,,,,,,,,,,,,,,,
344,193.0,,,,,,,,,,,,,,,
345,219.0,,,,,,,,,,,,,,,
346,306.0,,,,,,,,,,,,,,,
347,193.0,,,,,,,,,,,,,,,
348,246.0,,,,,,,,,,,,,,,
349,286.0,363.0,,,,,,,,,,,,,,
350,246.0,365.0,,,,,,,,,,,,,,
351,367.0,,,,,,,,,,,,,,,
352,367.0,,,,,,,,,,,,,,,
353,367.0,,,,,,,,,,,,,,,
354,367.0,,,,,,,,,,,,,,,
355,367.0,,,,,,,,,,,,,,,
356,57.0,367.0,,,,,,,,,,,,,,
357,246.0,274.0,306.0,367.0,,,,,,,,,,,,
358,367.0,,,,,,,,,,,,,,,
359,259.0,,,,,,,,,,,,,,,
360,367.0,,,,,,,,,,,,,,,
361,367.0,,,,,,,,,,,,,,,
362,193.0,367.0,,,,,,,,,,,,,,
363,367.0,,,,,,,,,,,,,,,
364,57.0,274.0,367.0,,,,,,,,,,,,,
365,276.0,,,,,,,,,,,,,,,
366,367.0,,,,,,,,,,,,,,,
367,367.0,,,,,,,,,,,,,,,
368,246.0,274.0,306.0,367.0,,,,,,,,,,,,
369,367.0,,,,,,,,,,,,,,,
370,193.0,276.0,,,,,,,,,,,,,,
371,367.0,,,,,,,,,,,,,,,
372,367.0,,,,,,,,,,,,,,,
373,367.0,,,,,,,,,,,,,,,
374,193.0,276.0,,,,,,,,,,,,,,
375,217.0,,,,,,,,,,,,,,,
376,367.0,,,,,,,,,,,,,,,
377,193.0,308.0,367.0,,,,,,,,,,,,,
378,246.0,,,,,,,,,,,,,,,
379,210.0,246.0,306.0,,,,,,,,,,,,,
380,367.0,,,,,,,,,,,,,,,
381,367.0,,,,,,,,,,,,,,,
382,367.0,,,,,,,,,,,,,,,
383,367.0,,,,,,,,,,,,,,,
384,193.0,308.0,367.0,,,,,,,,,,,,,
385,367.0,,,,,,,,,,,,,,,
386,367.0,,,,,,,,,,,,,,,
387,217.0,348.0,367.0,,,,,,,,,,,,,
388,367.0,,,,,,,,,,,,,,,
389,367.0,,,,,,,,,,,,,,,
390,193.0,367.0,376.0,,,,,,,,,,,,,
391,367.0,,,,,,,,,,,,,,,
392,367.0,,,,,,,,,,,,,,,
393,367.0,,,,,,,,,,,,,,,
394,87.0,175.0,232.0,,,,,,,,,,,,,
395,299.0,367.0,,,,,,,,,,,,,,
396,193.0,,,,,,,,,,,,,,,
397,367.0,,,,,,,,,,,,,,,
398,367.0,,,,,,,,,,,,,,,
399,276.0,367.0,,,,,,,,,,,,,,
400,278.0,,,,,,,,,,,,,,,
401,367.0,,,,,,,,,,,,,,,
402,138.0,165.0,,,,,,,,,,,,,,
403,165.0,299.0,,,,,,,,,,,,,,
404,254.0,363.0,,,,,,,,,,,,,,
405,217.0,,,,,,,,,,,,,,,
406,345.0,,,,,,,,,,,,,,,
407,296.0,,,,,,,,,,,,,,,
408,348.0,,,,,,,,,,,,,,,
409,282.0,,,,,,,,,,,,,,,
410,211.0,348.0,,,,,,,,,,,,,,
411,348.0,349.0,,,,,,,,,,,,,,
412,345.0,,,,,,,,,,,,,,,
413,348.0,,,,,,,,,,,,,,,
414,348.0,,,,,,,,,,,,,,,
415,345.0,,,,,,,,,,,,,,,
416,259.0,,,,,,,,,,,,,,,
417,274.0,,,,,,,,,,,,,,,
418,283.0,,,,,,,,,,,,,,,
419,348.0,,,,,,,,,,,,,,,
420,306.0,308.0,,,,,,,,,,,,,,
421,389.0,,,,,,,,,,,,,,,
422,290.0,313.0,,,,,,,,,,,,,,
423,348.0,367.0,,,,,,,,,,,,,,
424,266.0,,,,,,,,,,,,,,,
425,313.0,346.0,,,,,,,,,,,,,,
426,306.0,308.0,,,,,,,,,,,,,,
427,338.0,389.0,,,,,,,,,,,,,,
428,315.0,,,,,,,,,,,,,,,
429,325.0,,,,,,,,,,,,,,,
430,274.0,,,,,,,,,,,,,,,
431,348.0,,,,,,,,,,,,,,,
432,171.0,345.0,,,,,,,,,,,,,,
433,308.0,,,,,,,,,,,,,,,
434,348.0,349.0,,,,,,,,,,,,,,
435,202.0,,,,,,,,,,,,,,,
436,363.0,,,,,,,,,,,,,,,
437,274.0,308.0,348.0,,,,,,,,,,,,,
438,266.0,274.0,348.0,,,,,,,,,,,,,
439,274.0,348.0,,,,,,,,,,,,,,
440,274.0,348.0,,,,,,,,,,,,,,
441,375.0,,,,,,,,,,,,,,,
442,308.0,,,,,,,,,,,,,,,
443,306.0,,,,,,,,,,,,,,,
444,345.0,,,,,,,,,,,,,,,
445,282.0,348.0,,,,,,,,,,,,,,
446,274.0,,,,,,,,,,,,,,,
447,274.0,,,,,,,,,,,,,,,
448,348.0,,,,,,,,,,,,,,,
449,348.0,,,,,,,,,,,,,,,
450,202.0,,,,,,,,,,,,,,,
451,348.0,,,,,,,,,,,,,,,
452,308.0,,,,,,,,,,,,,,,
453,346.0,348.0,,,,,,,,,,,,,,
454,348.0,,,,,,,,,,,,,,,
455,89.0,,,,,,,,,,,,,,,
456,308.0,,,,,,,,,,,,,,,
457,348.0,,,,,,,,,,,,,,,
458,306.0,348.0,,,,,,,,,,,,,,
459,348.0,,,,,,,,,,,,,,,
460,110.0,206.0,,,,,,,,,,,,,,
461,363.0,,,,,,,,,,,,,,,
462,274.0,348.0,,,,,,,,,,,,,,
463,389.0,,,,,,,,,,,,,,,
464,313.0,,,,,,,,,,,,,,,
465,175.0,,,,,,,,,,,,,,,
466,279.0,308.0,,,,,,,,,,,,,,
467,308.0,348.0,,,,,,,,,,,,,,
468,348.0,,,,,,,,,,,,,,,
469,206.0,,,,,,,,,,,,,,,
470,262.0,,,,,,,,,,,,,,,
471,211.0,,,,,,,,,,,,,,,
472,211.0,,,,,,,,,,,,,,,
473,211.0,,,,,,,,,,,,,,,
474,348.0,,,,,,,,,,,,,,,
475,237.0,,,,,,,,,,,,,,,
476,206.0,,,,,,,,,,,,,,,
477,348.0,,,,,,,,,,,,,,,
478,306.0,,,,,,,,,,,,,,,
479,14.0,306.0,,,,,,,,,,,,,,
480,348.0,,,,,,,,,,,,,,,
481,363.0,,,,,,,,,,,,,,,
482,80.0,,,,,,,,,,,,,,,
483,299.0,,,,,,,,,,,,,,,
484,363.0,,,,,,,,,,,,,,,
485,346.0,376.0,,,,,,,,,,,,,,
486,376.0,,,,,,,,,,,,,,,
487,346.0,,,,,,,,,,,,,,,
488,313.0,315.0,348.0,,,,,,,,,,,,,
489,290.0,313.0,,,,,,,,,,,,,,
490,282.0,290.0,348.0,,,,,,,,,,,,,
491,305.0,367.0,,,,,,,,,,,,,,
492,313.0,346.0,,,,,,,,,,,,,,
493,244.0,,,,,,,,,,,,,,,
494,27.0,,,,,,,,,,,,,,,
495,305.0,,,,,,,,,,,,,,,
496,290.0,,,,,,,,,,,,,,,
497,348.0,,,,,,,,,,,,,,,
498,274.0,290.0,348.0,,,,,,,,,,,,,
499,147.0,,,,,,,,,,,,,,,
500,345.0,,,,,,,,,,,,,,,
501,274.0,,,,,,,,,,,,,,,
502,274.0,348.0,,,,,,,,,,,,,,
503,348.0,,,,,,,,,,,,,,,
504,257.0,,,,,,,,,,,,,,,
505,274.0,,,,,,,,,,,,,,,
506,212.0,,,,,,,,,,,,,,,
507,202.0,,,,,,,,,,,,,,,
508,372.0,376.0,,,,,,,,,,,,,,
509,257.0,332.0,,,,,,,,,,,,,,
510,348.0,,,,,,,,,,,,,,,
511,144.0,,,,,,,,,,,,,,,
512,151.0,363.0,,,,,,,,,,,,,,
513,135.0,222.0,276.0,363.0,,,,,,,,,,,,
514,348.0,,,,,,,,,,,,,,,
515,348.0,,,,,,,,,,,,,,,
516,211.0,,,,,,,,,,,,,,,
517,367.0,,,,,,,,,,,,,,,
518,80.0,,,,,,,,,,,,,,,
519,369.0,,,,,,,,,,,,,,,
520,346.0,,,,,,,,,,,,,,,
521,217.0,,,,,,,,,,,,,,,
522,217.0,,,,,,,,,,,,,,,
523,282.0,290.0,348.0,,,,,,,,,,,,,
524,207.0,217.0,,,,,,,,,,,,,,
525,29.0,,,,,,,,,,,,,,,
526,80.0,,,,,,,,,,,,,,,
527,348.0,,,,,,,,,,,,,,,
528,274.0,348.0,,,,,,,,,,,,,,
529,348.0,,,,,,,,,,,,,,,
530,147.0,,,,,,,,,,,,,,,
531,171.0,290.0,,,,,,,,,,,,,,
532,274.0,,,,,,,,,,,,,,,
533,348.0,,,,,,,,,,,,,,,
534,274.0,348.0,,,,,,,,,,,,,,
535,257.0,,,,,,,,,,,,,,,
536,86.0,367.0,,,,,,,,,,,,,,
537,312.0,,,,,,,,,,,,,,,
538,88.0,,,,,,,,,,,,,,,
539,338.0,,,,,,,,,,,,,,,
540,276.0,348.0,,,,,,,,,,,,,,
541,338.0,,,,,,,,,,,,,,,
542,14.0,,,,,,,,,,,,,,,
543,266.0,314.0,,,,,,,,,,,,,,
544,308.0,,,,,,,,,,,,,,,
545,363.0,,,,,,,,,,,,,,,
546,314.0,,,,,,,,,,,,,,,
547,236.0,,,,,,,,,,,,,,,
548,375.0,,,,,,,,,,,,,,,
549,313.0,328.0,,,,,,,,,,,,,,
550,363.0,,,,,,,,,,,,,,,
551,217.0,,,,,,,,,,,,,,,
552,313.0,348.0,,,,,,,,,,,,,,
553,135.0,222.0,276.0,363.0,,,,,,,,,,,,
554,348.0,,,,,,,,,,,,,,,
555,290.0,308.0,328.0,346.0,348.0,367.0,,,,,,,,,,
556,151.0,,,,,,,,,,,,,,,
557,313.0,348.0,,,,,,,,,,,,,,
558,290.0,328.0,346.0,348.0,367.0,,,,,,,,,,,
559,80.0,,,,,,,,,,,,,,,
560,266.0,348.0,,,,,,,,,,,,,,
561,222.0,,,,,,,,,,,,,,,
562,246.0,,,,,,,,,,,,,,,
563,193.0,,,,,,,,,,,,,,,
564,367.0,,,,,,,,,,,,,,,
565,193.0,246.0,,,,,,,,,,,,,,
566,367.0,,,,,,,,,,,,,,,
567,193.0,,,,,,,,,,,,,,,
568,312.0,,,,,,,,,,,,,,,
569,276.0,,,,,,,,,,,,,,,
570,246.0,,,,,,,,,,,,,,,
571,193.0,,,,,,,,,,,,,,,
572,367.0,,,,,,,,,,,,,,,
573,244.0,,,,,,,,,,,,,,,
574,193.0,246.0,,,,,,,,,,,,,,
575,193.0,,,,,,,,,,,,,,,
576,222.0,,,,,,,,,,,,,,,
577,222.0,,,,,,,,,,,,,,,
578,14.0,193.0,367.0,,,,,,,,,,,,,
579,246.0,,,,,,,,,,,,,,,
580,367.0,,,,,,,,,,,,,,,
581,164.0,,,,,,,,,,,,,,,
582,246.0,,,,,,,,,,,,,,,
583,80.0,,,,,,,,,,,,,,,
584,369.0,,,,,,,,,,,,,,,
585,222.0,,,,,,,,,,,,,,,
586,367.0,,,,,,,,,,,,,,,
587,217.0,,,,,,,,,,,,,,,
588,193.0,,,,,,,,,,,,,,,
589,305.0,367.0,,,,,,,,,,,,,,
590,367.0,,,,,,,,,,,,,,,
591,14.0,,,,,,,,,,,,,,,
592,367.0,,,,,,,,,,,,,,,
593,367.0,,,,,,,,,,,,,,,
594,246.0,367.0,,,,,,,,,,,,,,
595,348.0,,,,,,,,,,,,,,,
596,193.0,246.0,,,,,,,,,,,,,,
597,246.0,,,,,,,,,,,,,,,
598,367.0,,,,,,,,,,,,,,,
599,348.0,,,,,,,,,,,,,,,
600,80.0,,,,,,,,,,,,,,,
601,193.0,,,,,,,,,,,,,,,
602,367.0,,,,,,,,,,,,,,,
603,367.0,,,,,,,,,,,,,,,
604,193.0,,,,,,,,,,,,,,,
605,80.0,,,,,,,,,,,,,,,
606,276.0,,,,,,,,,,,,,,,
607,266.0,,,,,,,,,,,,,,,
608,389.0,,,,,,,,,,,,,,,
609,276.0,308.0,,,,,,,,,,,,,,
610,193.0,246.0,,,,,,,,,,,,,,
611,299.0,,,,,,,,,,,,,,,
612,290.0,348.0,,,,,,,,,,,,,,
613,367.0,,,,,,,,,,,,,,,
614,14.0,,,,,,,,,,,,,,,
615,367.0,,,,,,,,,,,,,,,
616,193.0,,,,,,,,,,,,,,,
617,367.0,,,,,,,,,,,,,,,
618,367.0,,,,,,,,,,,,,,,
619,193.0,,,,,,,,,,,,,,,
620,80.0,,,,,,,,,,,,,,,
621,193.0,,,,,,,,,,,,,,,
622,246.0,,,,,,,,,,,,,,,
623,193.0,305.0,,,,,,,,,,,,,,
624,217.0,246.0,,,,,,,,,,,,,,
625,246.0,,,,,,,,,,,,,,,
626,14.0,367.0,,,,,,,,,,,,,,
