,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
51,236.0,,,,,,,,,,,,,,,
52,247.0,,,,,,,,,,,,,,,
53,387.0,,,,,,,,,,,,,,,
54,246.0,353.0,,,,,,,,,,,,,,
55,286.0,306.0,,,,,,,,,,,,,,
56,286.0,306.0,,,,,,,,,,,,,,
57,344.0,352.0,,,,,,,,,,,,,,
58,88.0,,,,,,,,,,,,,,,
59,241.0,,,,,,,,,,,,,,,
60,236.0,,,,,,,,,,,,,,,
61,247.0,,,,,,,,,,,,,,,
62,325.0,,,,,,,,,,,,,,,
63,88.0,,,,,,,,,,,,,,,
64,88.0,,,,,,,,,,,,,,,
65,88.0,,,,,,,,,,,,,,,
66,88.0,,,,,,,,,,,,,,,
67,325.0,,,,,,,,,,,,,,,
68,325.0,,,,,,,,,,,,,,,
69,244.0,,,,,,,,,,,,,,,
70,312.0,,,,,,,,,,,,,,,
71,367.0,,,,,,,,,,,,,,,
72,88.0,,,,,,,,,,,,,,,
73,29.0,193.0,222.0,227.0,306.0,330.0,367.0,376.0,,,,,,,,
74,367.0,,,,,,,,,,,,,,,
75,246.0,325.0,,,,,,,,,,,,,,
76,244.0,,,,,,,,,,,,,,,
77,262.0,,,,,,,,,,,,,,,
78,325.0,,,,,,,,,,,,,,,
79,369.0,,,,,,,,,,,,,,,
80,367.0,,,,,,,,,,,,,,,
81,367.0,,,,,,,,,,,,,,,
82,312.0,,,,,,,,,,,,,,,
83,211.0,369.0,,,,,,,,,,,,,,
84,341.0,,,,,,,,,,,,,,,
85,247.0,269.0,363.0,,,,,,,,,,,,,
86,147.0,349.0,,,,,,,,,,,,,,
87,364.0,,,,,,,,,,,,,,,
88,246.0,306.0,367.0,,,,,,,,,,,,,
89,306.0,,,,,,,,,,,,,,,
90,147.0,193.0,208.0,299.0,367.0,389.0,,,,,,,,,,
91,188.0,,,,,,,,,,,,,,,
92,113.0,338.0,,,,,,,,,,,,,,
93,82.0,150.0,,,,,,,,,,,,,,
94,354.0,,,,,,,,,,,,,,,
95,165.0,337.0,,,,,,,,,,,,,,
96,330.0,,,,,,,,,,,,,,,
97,10.0,242.0,282.0,338.0,348.0,389.0,,,,,,,,,,
98,242.0,,,,,,,,,,,,,,,
99,57.0,,,,,,,,,,,,,,,
100,274.0,369.0,,,,,,,,,,,,,,
101,193.0,299.0,367.0,,,,,,,,,,,,,
102,88.0,,,,,,,,,,,,,,,
103,200.0,,,,,,,,,,,,,,,
104,88.0,,,,,,,,,,,,,,,
105,165.0,212.0,325.0,,,,,,,,,,,,,
106,88.0,,,,,,,,,,,,,,,
107,254.0,,,,,,,,,,,,,,,
108,185.0,,,,,,,,,,,,,,,
109,198.0,,,,,,,,,,,,,,,
110,325.0,,,,,,,,,,,,,,,
111,245.0,,,,,,,,,,,,,,,
112,14.0,,,,,,,,,,,,,,,
113,198.0,,,,,,,,,,,,,,,
114,196.0,,,,,,,,,,,,,,,
115,348.0,,,,,,,,,,,,,,,
116,219.0,,,,,,,,,,,,,,,
117,204.0,,,,,,,,,,,,,,,
118,219.0,321.0,,,,,,,,,,,,,,
119,328.0,,,,,,,,,,,,,,,
120,290.0,,,,,,,,,,,,,,,
121,320.0,,,,,,,,,,,,,,,
122,363.0,,,,,,,,,,,,,,,
123,14.0,236.0,,,,,,,,,,,,,,
124,262.0,,,,,,,,,,,,,,,
125,367.0,,,,,,,,,,,,,,,
126,80.0,,,,,,,,,,,,,,,
127,305.0,363.0,,,,,,,,,,,,,,
128,318.0,348.0,372.0,,,,,,,,,,,,,
129,135.0,254.0,293.0,306.0,376.0,,,,,,,,,,,
130,215.0,,,,,,,,,,,,,,,
131,14.0,,,,,,,,,,,,,,,
132,193.0,371.0,,,,,,,,,,,,,,
133,367.0,,,,,,,,,,,,,,,
134,315.0,365.0,367.0,,,,,,,,,,,,,
135,306.0,,,,,,,,,,,,,,,
136,175.0,,,,,,,,,,,,,,,
137,219.0,,,,,,,,,,,,,,,
138,389.0,,,,,,,,,,,,,,,
139,352.0,,,,,,,,,,,,,,,
140,274.0,290.0,,,,,,,,,,,,,,
141,276.0,,,,,,,,,,,,,,,
142,336.0,,,,,,,,,,,,,,,
143,375.0,,,,,,,,,,,,,,,
144,306.0,,,,,,,,,,,,,,,
145,14.0,,,,,,,,,,,,,,,
146,389.0,,,,,,,,,,,,,,,
147,336.0,,,,,,,,,,,,,,,
148,367.0,,,,,,,,,,,,,,,
149,367.0,,,,,,,,,,,,,,,
150,367.0,,,,,,,,,,,,,,,
151,367.0,,,,,,,,,,,,,,,
152,246.0,,,,,,,,,,,,,,,
153,367.0,,,,,,,,,,,,,,,
154,367.0,,,,,,,,,,,,,,,
155,367.0,,,,,,,,,,,,,,,
156,367.0,,,,,,,,,,,,,,,
157,344.0,,,,,,,,,,,,,,,
158,314.0,,,,,,,,,,,,,,,
159,308.0,,,,,,,,,,,,,,,
160,321.0,,,,,,,,,,,,,,,
161,210.0,,,,,,,,,,,,,,,
162,262.0,,,,,,,,,,,,,,,
163,175.0,,,,,,,,,,,,,,,
164,242.0,346.0,,,,,,,,,,,,,,
165,236.0,,,,,,,,,,,,,,,
166,199.0,,,,,,,,,,,,,,,
167,199.0,,,,,,,,,,,,,,,
168,144.0,,,,,,,,,,,,,,,
169,195.0,,,,,,,,,,,,,,,
170,306.0,,,,,,,,,,,,,,,
171,376.0,,,,,,,,,,,,,,,
172,80.0,,,,,,,,,,,,,,,
173,271.0,,,,,,,,,,,,,,,
174,265.0,286.0,306.0,,,,,,,,,,,,,
175,144.0,,,,,,,,,,,,,,,
176,299.0,,,,,,,,,,,,,,,
177,326.0,,,,,,,,,,,,,,,
178,348.0,,,,,,,,,,,,,,,
179,389.0,,,,,,,,,,,,,,,
180,211.0,286.0,345.0,349.0,,,,,,,,,,,,
181,212.0,290.0,328.0,367.0,,,,,,,,,,,,
182,147.0,,,,,,,,,,,,,,,
183,290.0,,,,,,,,,,,,,,,
184,160.0,290.0,313.0,348.0,,,,,,,,,,,,
185,246.0,257.0,276.0,286.0,376.0,,,,,,,,,,,
186,245.0,,,,,,,,,,,,,,,
187,299.0,,,,,,,,,,,,,,,
188,88.0,,,,,,,,,,,,,,,
189,348.0,,,,,,,,,,,,,,,
190,276.0,314.0,348.0,367.0,,,,,,,,,,,,
191,363.0,,,,,,,,,,,,,,,
192,203.0,,,,,,,,,,,,,,,
193,266.0,328.0,,,,,,,,,,,,,,
194,17.0,,,,,,,,,,,,,,,
195,208.0,,,,,,,,,,,,,,,
196,265.0,363.0,,,,,,,,,,,,,,
197,241.0,286.0,306.0,357.0,,,,,,,,,,,,
198,57.0,283.0,357.0,,,,,,,,,,,,,
199,236.0,290.0,,,,,,,,,,,,,,
200,126.0,286.0,306.0,,,,,,,,,,,,,
201,306.0,,,,,,,,,,,,,,,
202,203.0,,,,,,,,,,,,,,,
203,305.0,,,,,,,,,,,,,,,
204,197.0,,,,,,,,,,,,,,,
205,262.0,,,,,,,,,,,,,,,
206,337.0,,,,,,,,,,,,,,,
207,276.0,,,,,,,,,,,,,,,
208,276.0,286.0,,,,,,,,,,,,,,
209,276.0,345.0,,,,,,,,,,,,,,
210,367.0,,,,,,,,,,,,,,,
211,283.0,304.0,353.0,,,,,,,,,,,,,
212,352.0,363.0,,,,,,,,,,,,,,
213,367.0,,,,,,,,,,,,,,,
214,165.0,,,,,,,,,,,,,,,
215,165.0,,,,,,,,,,,,,,,
216,208.0,367.0,,,,,,,,,,,,,,
217,80.0,,,,,,,,,,,,,,,
218,346.0,376.0,,,,,,,,,,,,,,
219,14.0,,,,,,,,,,,,,,,
220,147.0,286.0,306.0,,,,,,,,,,,,,
221,207.0,,,,,,,,,,,,,,,
222,283.0,357.0,,,,,,,,,,,,,,
223,299.0,,,,,,,,,,,,,,,
224,299.0,,,,,,,,,,,,,,,
225,286.0,,,,,,,,,,,,,,,
226,208.0,308.0,,,,,,,,,,,,,,
227,303.0,,,,,,,,,,,,,,,
228,346.0,,,,,,,,,,,,,,,
229,306.0,,,,,,,,,,,,,,,
230,202.0,,,,,,,,,,,,,,,
231,367.0,,,,,,,,,,,,,,,
232,246.0,,,,,,,,,,,,,,,
233,286.0,,,,,,,,,,,,,,,
234,354.0,,,,,,,,,,,,,,,
235,222.0,,,,,,,,,,,,,,,
236,306.0,,,,,,,,,,,,,,,
237,299.0,,,,,,,,,,,,,,,
238,197.0,,,,,,,,,,,,,,,
239,242.0,,,,,,,,,,,,,,,
240,286.0,306.0,,,,,,,,,,,,,,
241,88.0,,,,,,,,,,,,,,,
242,306.0,,,,,,,,,,,,,,,
243,319.0,,,,,,,,,,,,,,,
244,306.0,,,,,,,,,,,,,,,
245,306.0,,,,,,,,,,,,,,,
246,196.0,383.0,,,,,,,,,,,,,,
247,52.0,,,,,,,,,,,,,,,
248,80.0,,,,,,,,,,,,,,,
249,330.0,363.0,,,,,,,,,,,,,,
250,330.0,363.0,,,,,,,,,,,,,,
251,314.0,,,,,,,,,,,,,,,
252,274.0,369.0,,,,,,,,,,,,,,
253,274.0,369.0,,,,,,,,,,,,,,
254,308.0,,,,,,,,,,,,,,,
255,262.0,,,,,,,,,,,,,,,
256,14.0,259.0,345.0,357.0,,,,,,,,,,,,
257,211.0,,,,,,,,,,,,,,,
258,210.0,266.0,,,,,,,,,,,,,,
259,367.0,,,,,,,,,,,,,,,
260,367.0,,,,,,,,,,,,,,,
261,359.0,,,,,,,,,,,,,,,
262,274.0,348.0,,,,,,,,,,,,,,
263,241.0,276.0,286.0,306.0,,,,,,,,,,,,
264,208.0,367.0,,,,,,,,,,,,,,
265,299.0,,,,,,,,,,,,,,,
266,274.0,308.0,328.0,,,,,,,,,,,,,
267,135.0,293.0,308.0,,,,,,,,,,,,,
268,376.0,,,,,,,,,,,,,,,
269,345.0,,,,,,,,,,,,,,,
270,274.0,290.0,,,,,,,,,,,,,,
271,303.0,349.0,,,,,,,,,,,,,,
272,294.0,,,,,,,,,,,,,,,
273,369.0,,,,,,,,,,,,,,,
274,62.0,303.0,348.0,,,,,,,,,,,,,
275,241.0,,,,,,,,,,,,,,,
276,246.0,,,,,,,,,,,,,,,
277,208.0,,,,,,,,,,,,,,,
278,312.0,,,,,,,,,,,,,,,
279,14.0,,,,,,,,,,,,,,,
280,389.0,,,,,,,,,,,,,,,
281,199.0,,,,,,,,,,,,,,,
282,237.0,,,,,,,,,,,,,,,
283,369.0,,,,,,,,,,,,,,,
284,206.0,299.0,382.0,,,,,,,,,,,,,
285,389.0,,,,,,,,,,,,,,,
286,299.0,,,,,,,,,,,,,,,
287,306.0,363.0,,,,,,,,,,,,,,
288,325.0,,,,,,,,,,,,,,,
289,299.0,,,,,,,,,,,,,,,
290,308.0,,,,,,,,,,,,,,,
291,299.0,,,,,,,,,,,,,,,
292,328.0,,,,,,,,,,,,,,,
293,195.0,348.0,372.0,,,,,,,,,,,,,
294,28.0,,,,,,,,,,,,,,,
295,231.0,,,,,,,,,,,,,,,
296,88.0,,,,,,,,,,,,,,,
297,217.0,367.0,,,,,,,,,,,,,,
298,271.0,,,,,,,,,,,,,,,
299,197.0,,,,,,,,,,,,,,,
300,197.0,,,,,,,,,,,,,,,
301,80.0,246.0,,,,,,,,,,,,,,
302,306.0,348.0,,,,,,,,,,,,,,
303,363.0,,,,,,,,,,,,,,,
304,241.0,,,,,,,,,,,,,,,
305,299.0,,,,,,,,,,,,,,,
306,232.0,,,,,,,,,,,,,,,
307,278.0,,,,,,,,,,,,,,,
308,283.0,,,,,,,,,,,,,,,
309,266.0,328.0,,,,,,,,,,,,,,
310,305.0,367.0,,,,,,,,,,,,,,
311,193.0,,,,,,,,,,,,,,,
312,193.0,,,,,,,,,,,,,,,
313,313.0,348.0,,,,,,,,,,,,,,
314,278.0,299.0,376.0,,,,,,,,,,,,,
315,371.0,,,,,,,,,,,,,,,
316,237.0,,,,,,,,,,,,,,,
317,193.0,,,,,,,,,,,,,,,
318,367.0,,,,,,,,,,,,,,,
319,283.0,349.0,367.0,,,,,,,,,,,,,
320,367.0,,,,,,,,,,,,,,,
321,193.0,283.0,367.0,,,,,,,,,,,,,
322,306.0,348.0,,,,,,,,,,,,,,
323,363.0,,,,,,,,,,,,,,,
324,57.0,,,,,,,,,,,,,,,
325,88.0,,,,,,,,,,,,,,,
326,232.0,,,,,,,,,,,,,,,
327,214.0,241.0,286.0,,,,,,,,,,,,,
328,14.0,203.0,286.0,306.0,367.0,,,,,,,,,,,
329,241.0,,,,,,,,,,,,,,,
330,363.0,,,,,,,,,,,,,,,
331,367.0,,,,,,,,,,,,,,,
332,363.0,,,,,,,,,,,,,,,
333,203.0,,,,,,,,,,,,,,,
334,286.0,306.0,,,,,,,,,,,,,,
335,262.0,,,,,,,,,,,,,,,
336,306.0,,,,,,,,,,,,,,,
337,335.0,,,,,,,,,,,,,,,
338,295.0,,,,,,,,,,,,,,,
339,237.0,,,,,,,,,,,,,,,
340,367.0,,,,,,,,,,,,,,,
341,175.0,,,,,,,,,,,,,,,
342,328.0,,,,,,,,,,,,,,,
343,124.0,,,,,,,,,,,,,,,
344,57.0,,,,,,,,,,,,,,,
345,88.0,,,,,,,,,,,,,,,
346,214.0,241.0,286.0,,,,,,,,,,,,,
347,241.0,,,,,,,,,,,,,,,
348,197.0,,,,,,,,,,,,,,,
349,367.0,,,,,,,,,,,,,,,
350,262.0,,,,,,,,,,,,,,,
351,306.0,,,,,,,,,,,,,,,
352,319.0,367.0,,,,,,,,,,,,,,
353,241.0,306.0,357.0,,,,,,,,,,,,,
354,165.0,,,,,,,,,,,,,,,
355,352.0,,,,,,,,,,,,,,,
356,165.0,,,,,,,,,,,,,,,
357,212.0,,,,,,,,,,,,,,,
358,208.0,272.0,,,,,,,,,,,,,,
359,197.0,,,,,,,,,,,,,,,
360,337.0,,,,,,,,,,,,,,,
361,241.0,269.0,,,,,,,,,,,,,,
362,352.0,,,,,,,,,,,,,,,
363,94.0,325.0,348.0,363.0,,,,,,,,,,,,
364,123.0,337.0,,,,,,,,,,,,,,
365,194.0,245.0,,,,,,,,,,,,,,
366,314.0,,,,,,,,,,,,,,,
367,165.0,222.0,265.0,344.0,,,,,,,,,,,,
368,147.0,259.0,267.0,,,,,,,,,,,,,
369,295.0,,,,,,,,,,,,,,,
370,367.0,,,,,,,,,,,,,,,
371,241.0,286.0,295.0,306.0,,,,,,,,,,,,
372,246.0,,,,,,,,,,,,,,,
373,242.0,,,,,,,,,,,,,,,
374,299.0,,,,,,,,,,,,,,,
375,241.0,269.0,,,,,,,,,,,,,,
376,151.0,,,,,,,,,,,,,,,
377,294.0,,,,,,,,,,,,,,,
378,299.0,,,,,,,,,,,,,,,
379,299.0,,,,,,,,,,,,,,,
380,206.0,278.0,299.0,,,,,,,,,,,,,
381,165.0,222.0,265.0,344.0,,,,,,,,,,,,
382,106.0,125.0,,,,,,,,,,,,,,
383,267.0,,,,,,,,,,,,,,,
384,267.0,,,,,,,,,,,,,,,
385,175.0,,,,,,,,,,,,,,,
386,269.0,,,,,,,,,,,,,,,
387,14.0,312.0,,,,,,,,,,,,,,
388,208.0,267.0,,,,,,,,,,,,,,
389,294.0,,,,,,,,,,,,,,,
390,196.0,,,,,,,,,,,,,,,
391,197.0,,,,,,,,,,,,,,,
392,14.0,193.0,246.0,,,,,,,,,,,,,
393,62.0,,,,,,,,,,,,,,,
394,267.0,,,,,,,,,,,,,,,
395,14.0,,,,,,,,,,,,,,,
396,290.0,,,,,,,,,,,,,,,
397,276.0,,,,,,,,,,,,,,,
398,197.0,,,,,,,,,,,,,,,
399,193.0,246.0,,,,,,,,,,,,,,
400,247.0,269.0,363.0,,,,,,,,,,,,,
401,363.0,,,,,,,,,,,,,,,
402,262.0,,,,,,,,,,,,,,,
403,88.0,,,,,,,,,,,,,,,
404,88.0,,,,,,,,,,,,,,,
405,371.0,,,,,,,,,,,,,,,
406,332.0,,,,,,,,,,,,,,,
407,313.0,348.0,367.0,,,,,,,,,,,,,
408,389.0,,,,,,,,,,,,,,,
409,308.0,328.0,,,,,,,,,,,,,,
410,351.0,,,,,,,,,,,,,,,
411,348.0,,,,,,,,,,,,,,,
412,262.0,,,,,,,,,,,,,,,
413,389.0,,,,,,,,,,,,,,,
414,204.0,,,,,,,,,,,,,,,
415,89.0,,,,,,,,,,,,,,,
416,363.0,,,,,,,,,,,,,,,
417,138.0,,,,,,,,,,,,,,,
418,262.0,325.0,348.0,,,,,,,,,,,,,
419,138.0,,,,,,,,,,,,,,,
420,363.0,,,,,,,,,,,,,,,
421,204.0,,,,,,,,,,,,,,,
422,344.0,,,,,,,,,,,,,,,
423,201.0,207.0,208.0,349.0,358.0,376.0,,,,,,,,,,
424,138.0,,,,,,,,,,,,,,,
425,363.0,,,,,,,,,,,,,,,
426,246.0,,,,,,,,,,,,,,,
427,290.0,376.0,,,,,,,,,,,,,,
428,344.0,,,,,,,,,,,,,,,
429,299.0,349.0,367.0,372.0,,,,,,,,,,,,
430,349.0,367.0,,,,,,,,,,,,,,
431,306.0,349.0,367.0,369.0,,,,,,,,,,,,
432,332.0,376.0,,,,,,,,,,,,,,
433,337.0,,,,,,,,,,,,,,,
434,10.0,338.0,,,,,,,,,,,,,,
435,197.0,,,,,,,,,,,,,,,
436,262.0,,,,,,,,,,,,,,,
437,279.0,,,,,,,,,,,,,,,
438,279.0,,,,,,,,,,,,,,,
439,306.0,,,,,,,,,,,,,,,
440,197.0,,,,,,,,,,,,,,,
441,367.0,,,,,,,,,,,,,,,
442,262.0,,,,,,,,,,,,,,,
443,295.0,,,,,,,,,,,,,,,
444,286.0,,,,,,,,,,,,,,,
445,295.0,,,,,,,,,,,,,,,
446,363.0,,,,,,,,,,,,,,,
447,363.0,,,,,,,,,,,,,,,
448,245.0,,,,,,,,,,,,,,,
449,328.0,,,,,,,,,,,,,,,
450,348.0,,,,,,,,,,,,,,,
451,329.0,,,,,,,,,,,,,,,
452,242.0,314.0,363.0,,,,,,,,,,,,,
453,348.0,389.0,,,,,,,,,,,,,,
454,197.0,,,,,,,,,,,,,,,
455,88.0,,,,,,,,,,,,,,,
456,348.0,,,,,,,,,,,,,,,
457,348.0,389.0,,,,,,,,,,,,,,
458,348.0,389.0,,,,,,,,,,,,,,
459,14.0,313.0,,,,,,,,,,,,,,
460,363.0,375.0,,,,,,,,,,,,,,
461,266.0,328.0,,,,,,,,,,,,,,
462,133.0,315.0,,,,,,,,,,,,,,
463,363.0,,,,,,,,,,,,,,,
464,241.0,286.0,306.0,363.0,,,,,,,,,,,,
465,286.0,,,,,,,,,,,,,,,
466,306.0,,,,,,,,,,,,,,,
467,369.0,,,,,,,,,,,,,,,
468,322.0,,,,,,,,,,,,,,,
469,279.0,,,,,,,,,,,,,,,
470,306.0,,,,,,,,,,,,,,,
471,241.0,286.0,306.0,363.0,,,,,,,,,,,,
472,354.0,,,,,,,,,,,,,,,
473,330.0,,,,,,,,,,,,,,,
474,266.0,,,,,,,,,,,,,,,
475,274.0,369.0,,,,,,,,,,,,,,
476,269.0,,,,,,,,,,,,,,,
477,241.0,286.0,322.0,330.0,,,,,,,,,,,,
478,363.0,,,,,,,,,,,,,,,
479,241.0,,,,,,,,,,,,,,,
480,241.0,,,,,,,,,,,,,,,
481,286.0,,,,,,,,,,,,,,,
482,94.0,286.0,,,,,,,,,,,,,,
483,94.0,286.0,,,,,,,,,,,,,,
484,262.0,,,,,,,,,,,,,,,
485,369.0,,,,,,,,,,,,,,,
486,271.0,,,,,,,,,,,,,,,
487,363.0,,,,,,,,,,,,,,,
488,286.0,363.0,,,,,,,,,,,,,,
489,348.0,363.0,,,,,,,,,,,,,,
490,306.0,,,,,,,,,,,,,,,
491,309.0,,,,,,,,,,,,,,,
492,237.0,322.0,,,,,,,,,,,,,,
493,274.0,348.0,367.0,,,,,,,,,,,,,
494,309.0,,,,,,,,,,,,,,,
495,354.0,,,,,,,,,,,,,,,
496,322.0,,,,,,,,,,,,,,,
497,306.0,,,,,,,,,,,,,,,
498,306.0,,,,,,,,,,,,,,,
499,203.0,266.0,,,,,,,,,,,,,,
500,89.0,,,,,,,,,,,,,,,
501,89.0,,,,,,,,,,,,,,,
502,89.0,266.0,,,,,,,,,,,,,,
503,306.0,,,,,,,,,,,,,,,
504,203.0,,,,,,,,,,,,,,,
505,203.0,,,,,,,,,,,,,,,
506,306.0,,,,,,,,,,,,,,,
507,306.0,,,,,,,,,,,,,,,
508,306.0,,,,,,,,,,,,,,,
509,322.0,,,,,,,,,,,,,,,
510,109.0,,,,,,,,,,,,,,,
511,348.0,,,,,,,,,,,,,,,
512,325.0,,,,,,,,,,,,,,,
513,80.0,,,,,,,,,,,,,,,
514,247.0,,,,,,,,,,,,,,,
515,306.0,,,,,,,,,,,,,,,
516,348.0,,,,,,,,,,,,,,,
517,306.0,,,,,,,,,,,,,,,
518,286.0,,,,,,,,,,,,,,,
519,363.0,,,,,,,,,,,,,,,
520,354.0,,,,,,,,,,,,,,,
521,241.0,357.0,,,,,,,,,,,,,,
522,241.0,357.0,,,,,,,,,,,,,,
523,306.0,,,,,,,,,,,,,,,
524,241.0,286.0,322.0,330.0,,,,,,,,,,,,
525,286.0,306.0,,,,,,,,,,,,,,
526,306.0,357.0,,,,,,,,,,,,,,
527,217.0,348.0,,,,,,,,,,,,,,
528,241.0,,,,,,,,,,,,,,,
529,222.0,,,,,,,,,,,,,,,
530,222.0,,,,,,,,,,,,,,,
531,306.0,,,,,,,,,,,,,,,
532,306.0,363.0,,,,,,,,,,,,,,
533,203.0,,,,,,,,,,,,,,,
534,363.0,,,,,,,,,,,,,,,
535,135.0,,,,,,,,,,,,,,,
536,135.0,,,,,,,,,,,,,,,
537,203.0,,,,,,,,,,,,,,,
538,202.0,,,,,,,,,,,,,,,
539,241.0,306.0,,,,,,,,,,,,,,
540,241.0,306.0,,,,,,,,,,,,,,
541,236.0,306.0,367.0,,,,,,,,,,,,,
542,236.0,306.0,367.0,,,,,,,,,,,,,
543,363.0,,,,,,,,,,,,,,,
544,363.0,,,,,,,,,,,,,,,
545,323.0,367.0,,,,,,,,,,,,,,
546,286.0,306.0,,,,,,,,,,,,,,
547,276.0,,,,,,,,,,,,,,,
548,363.0,,,,,,,,,,,,,,,
549,286.0,,,,,,,,,,,,,,,
550,308.0,,,,,,,,,,,,,,,
551,306.0,,,,,,,,,,,,,,,
552,241.0,276.0,286.0,306.0,348.0,367.0,,,,,,,,,,
553,367.0,372.0,,,,,,,,,,,,,,
554,367.0,372.0,,,,,,,,,,,,,,
555,306.0,,,,,,,,,,,,,,,
556,241.0,306.0,367.0,,,,,,,,,,,,,
557,74.0,,,,,,,,,,,,,,,
558,286.0,,,,,,,,,,,,,,,
559,286.0,,,,,,,,,,,,,,,
560,286.0,,,,,,,,,,,,,,,
561,203.0,,,,,,,,,,,,,,,
562,211.0,306.0,,,,,,,,,,,,,,
563,306.0,,,,,,,,,,,,,,,
564,306.0,,,,,,,,,,,,,,,
565,276.0,286.0,,,,,,,,,,,,,,
566,286.0,306.0,,,,,,,,,,,,,,
567,269.0,,,,,,,,,,,,,,,
568,269.0,,,,,,,,,,,,,,,
569,203.0,,,,,,,,,,,,,,,
570,203.0,,,,,,,,,,,,,,,
571,203.0,,,,,,,,,,,,,,,
572,203.0,,,,,,,,,,,,,,,
573,306.0,,,,,,,,,,,,,,,
574,306.0,,,,,,,,,,,,,,,
575,203.0,,,,,,,,,,,,,,,
576,349.0,,,,,,,,,,,,,,,
577,349.0,,,,,,,,,,,,,,,
578,306.0,,,,,,,,,,,,,,,
579,306.0,,,,,,,,,,,,,,,
580,261.0,,,,,,,,,,,,,,,
581,14.0,,,,,,,,,,,,,,,
582,314.0,,,,,,,,,,,,,,,
583,130.0,,,,,,,,,,,,,,,
584,348.0,,,,,,,,,,,,,,,
585,328.0,383.0,,,,,,,,,,,,,,
586,29.0,236.0,259.0,266.0,,,,,,,,,,,,
587,196.0,,,,,,,,,,,,,,,
588,389.0,,,,,,,,,,,,,,,
589,363.0,,,,,,,,,,,,,,,
590,363.0,,,,,,,,,,,,,,,
591,106.0,338.0,369.0,,,,,,,,,,,,,
592,274.0,348.0,,,,,,,,,,,,,,
593,237.0,306.0,,,,,,,,,,,,,,
594,200.0,,,,,,,,,,,,,,,
595,363.0,,,,,,,,,,,,,,,
596,208.0,376.0,,,,,,,,,,,,,,
597,262.0,,,,,,,,,,,,,,,
598,80.0,,,,,,,,,,,,,,,
599,80.0,,,,,,,,,,,,,,,
600,376.0,,,,,,,,,,,,,,,
601,367.0,,,,,,,,,,,,,,,
602,215.0,262.0,,,,,,,,,,,,,,
603,367.0,,,,,,,,,,,,,,,
604,363.0,,,,,,,,,,,,,,,
605,25.0,,,,,,,,,,,,,,,
606,25.0,,,,,,,,,,,,,,,
607,293.0,,,,,,,,,,,,,,,
608,363.0,,,,,,,,,,,,,,,
609,193.0,,,,,,,,,,,,,,,
610,242.0,,,,,,,,,,,,,,,
611,242.0,,,,,,,,,,,,,,,
612,299.0,367.0,,,,,,,,,,,,,,
613,369.0,,,,,,,,,,,,,,,
614,306.0,363.0,369.0,,,,,,,,,,,,,
615,29.0,306.0,,,,,,,,,,,,,,
616,369.0,,,,,,,,,,,,,,,
617,369.0,,,,,,,,,,,,,,,
618,286.0,306.0,,,,,,,,,,,,,,
619,193.0,367.0,,,,,,,,,,,,,,
620,290.0,348.0,,,,,,,,,,,,,,
621,290.0,348.0,,,,,,,,,,,,,,
622,305.0,,,,,,,,,,,,,,,
