,herb_id,frequency,freq_ratio
79,79.0,162.0,0.004797867614393603
80,80.0,8.0,0.00023693173404412853
81,81.0,1.0,2.9616466755516066e-05
82,82.0,12.0,0.00035539760106619283
83,83.0,11.0,0.00032578113431067676
84,84.0,187.0,0.005538279283281504
85,85.0,313.0,0.00926995409447653
86,86.0,2.0,5.923293351103213e-05
87,87.0,21.0,0.0006219458018658375
88,88.0,3.0,8.884940026654821e-05
89,89.0,85.0,0.0025173996742188657
90,90.0,16.0,0.00047386346808825705
91,91.0,27.0,0.0007996446023989338
92,92.0,1.0,2.9616466755516066e-05
93,93.0,10.0,0.0002961646675551607
94,94.0,93.0,0.002754331408262994
95,95.0,1.0,2.9616466755516066e-05
96,96.0,113.0,0.0033466607433733156
97,97.0,20.0,0.0005923293351103214
98,98.0,15.0,0.000444247001332741
99,99.0,398.0,0.011787353768695394
100,100.0,3.0,8.884940026654821e-05
101,101.0,231.0,0.006841403820524211
102,102.0,59.0,0.0017473715385754479
103,103.0,176.0,0.005212498148970828
104,104.0,58.0,0.0017177550718199318
105,105.0,22.0,0.0006515622686213535
106,106.0,61.0,0.00180660447208648
107,107.0,1.0,2.9616466755516066e-05
108,108.0,32.0,0.0009477269361765141
109,109.0,553.0,0.016377906115800384
110,110.0,180.0,0.0053309640159928924
111,111.0,8.0,0.00023693173404412853
112,112.0,5.0,0.00014808233377758035
113,113.0,10.0,0.0002961646675551607
114,114.0,57.0,0.0016881386050644157
115,115.0,16.0,0.00047386346808825705
116,116.0,1.0,2.9616466755516066e-05
117,117.0,29.0,0.0008588775359099659
118,118.0,25.0,0.0007404116688879016
119,119.0,8.0,0.00023693173404412853
120,120.0,12.0,0.00035539760106619283
121,121.0,522.0,0.015459795646379388
122,122.0,14.0,0.0004146305345772249
123,123.0,24.0,0.0007107952021323857
124,124.0,22.0,0.0006515622686213535
125,125.0,114.0,0.0033762772101288314
126,126.0,1.0,2.9616466755516066e-05
127,127.0,14.0,0.0004146305345772249
128,128.0,1.0,2.9616466755516066e-05
129,129.0,230.0,0.0068117873537686955
130,130.0,2.0,5.923293351103213e-05
131,131.0,269.0,0.007966829557233822
132,132.0,72.0,0.002132385606397157
133,133.0,27.0,0.0007996446023989338
134,134.0,50.0,0.0014808233377758032
135,135.0,3.0,8.884940026654821e-05
136,136.0,4.0,0.00011846586702206426
137,137.0,10.0,0.0002961646675551607
138,138.0,691.0,0.020464978528061603
139,139.0,57.0,0.0016881386050644157
140,140.0,133.0,0.003938990078483637
141,141.0,120.0,0.003553976010661928
142,142.0,13.0,0.00038501406782170884
143,143.0,41.0,0.0012142751369761588
144,144.0,1.0,2.9616466755516066e-05
145,145.0,128.0,0.0037909077447060564
146,146.0,77.0,0.002280467940174737
147,147.0,282.0,0.008351843625055531
148,148.0,72.0,0.002132385606397157
149,149.0,118.0,0.0034947430771508957
150,150.0,313.0,0.00926995409447653
151,151.0,67.0,0.0019843032726195764
152,152.0,81.0,0.0023989338071968014
153,153.0,58.0,0.0017177550718199318
154,154.0,8.0,0.00023693173404412853
155,155.0,53.0,0.0015696727380423514
156,156.0,1.0,2.9616466755516066e-05
157,157.0,14.0,0.0004146305345772249
158,158.0,194.0,0.005745594550570117
159,159.0,68.0,0.0020139197393750927
160,160.0,242.0,0.007167184954834888
161,161.0,3.0,8.884940026654821e-05
162,162.0,59.0,0.0017473715385754479
163,163.0,2.0,5.923293351103213e-05
164,164.0,9.0,0.0002665482007996446
165,165.0,2.0,5.923293351103213e-05
166,166.0,20.0,0.0005923293351103214
167,167.0,70.0,0.002073152672886125
168,168.0,12.0,0.00035539760106619283
169,169.0,10.0,0.0002961646675551607
170,170.0,1.0,2.9616466755516066e-05
171,171.0,32.0,0.0009477269361765141
172,172.0,6.0,0.00017769880053309641
173,173.0,2.0,5.923293351103213e-05
174,174.0,21.0,0.0006219458018658375
175,175.0,21.0,0.0006219458018658375
176,176.0,10.0,0.0002961646675551607
177,177.0,5.0,0.00014808233377758035
178,178.0,24.0,0.0007107952021323857
179,179.0,231.0,0.006841403820524211
180,180.0,259.0,0.007670664889678661
181,181.0,14.0,0.0004146305345772249
182,182.0,7.0,0.00020731526728861246
183,183.0,33.0,0.0009773434029320303
184,184.0,234.0,0.00693025322079076
185,185.0,1.0,2.9616466755516066e-05
186,186.0,3.0,8.884940026654821e-05
187,187.0,11.0,0.00032578113431067676
188,188.0,11.0,0.00032578113431067676
189,189.0,34.0,0.0010069598696875464
190,190.0,43.0,0.001273508070487191
191,191.0,24.0,0.0007107952021323857
192,192.0,2.0,5.923293351103213e-05
193,193.0,110.0,0.003257811343106767
194,194.0,80.0,0.0023693173404412855
195,195.0,24.0,0.0007107952021323857
196,196.0,864.0,0.02558862727676588
197,197.0,243.0,0.007196801421590404
198,198.0,128.0,0.0037909077447060564
199,199.0,2.0,5.923293351103213e-05
200,200.0,131.0,0.003879757144972605
201,201.0,63.0,0.0018658374055975121
202,202.0,4.0,0.00011846586702206426
203,203.0,443.0,0.013120094772693618
204,204.0,22.0,0.0006515622686213535
205,205.0,36.0,0.0010661928031985785
206,206.0,68.0,0.0020139197393750927
207,207.0,86.0,0.002547016140974382
208,208.0,549.0,0.01625944024877832
209,209.0,399.0,0.01181697023545091
210,210.0,125.0,0.0037020583444395084
211,211.0,459.0,0.013593958240781875
212,212.0,1531.0,0.0453428106026951
213,213.0,8.0,0.00023693173404412853
214,214.0,2.0,5.923293351103213e-05
215,215.0,159.0,0.004709018214127054
216,216.0,121.0,0.003583592477417444
217,217.0,4.0,0.00011846586702206426
218,218.0,123.0,0.0036428254109284763
219,219.0,21.0,0.0006219458018658375
220,220.0,4.0,0.00011846586702206426
221,221.0,1.0,2.9616466755516066e-05
222,222.0,1.0,2.9616466755516066e-05
223,223.0,119.0,0.003524359543906412
224,224.0,6.0,0.00017769880053309641
225,225.0,5.0,0.00014808233377758035
226,226.0,237.0,0.007019102621057308
227,227.0,4.0,0.00011846586702206426
228,228.0,5.0,0.00014808233377758035
229,229.0,109.0,0.0032281948763512513
230,230.0,364.0,0.010780393899007848
231,231.0,8.0,0.00023693173404412853
232,232.0,19.0,0.0005627128683548053
233,233.0,241.0,0.0071375684880793724
234,234.0,2.0,5.923293351103213e-05
235,235.0,8.0,0.00023693173404412853
236,236.0,19.0,0.0005627128683548053
237,237.0,41.0,0.0012142751369761588
238,238.0,27.0,0.0007996446023989338
239,239.0,520.0,0.015400562712868354
240,240.0,4.0,0.00011846586702206426
241,241.0,4.0,0.00011846586702206426
242,242.0,6.0,0.00017769880053309641
243,243.0,37.0,0.0010958092699540946
244,244.0,22.0,0.0006515622686213535
245,245.0,7.0,0.00020731526728861246
246,246.0,1.0,2.9616466755516066e-05
247,247.0,33.0,0.0009773434029320303
248,248.0,23.0,0.0006811787353768696
249,249.0,47.0,0.0013919739375092552
250,250.0,28.0,0.0008292610691544498
251,251.0,133.0,0.003938990078483637
252,252.0,1.0,2.9616466755516066e-05
253,253.0,427.0,0.01264623130460536
254,254.0,190.0,0.005627128683548053
255,255.0,732.0,0.02167925366503776
256,256.0,574.0,0.016999851917666224
257,257.0,2.0,5.923293351103213e-05
258,258.0,108.0,0.003198578409595735
259,259.0,5.0,0.00014808233377758035
260,260.0,45.0,0.0013327410039982231
261,261.0,20.0,0.0005923293351103214
262,262.0,191.0,0.0056567451503035686
263,263.0,229.0,0.00678217088701318
264,264.0,95.0,0.0028135643417740263
265,265.0,61.0,0.00180660447208648
266,266.0,196.0,0.0058048274840811495
267,267.0,107.0,0.003168961942840219
268,268.0,3.0,8.884940026654821e-05
269,269.0,69.0,0.0020435362061306086
270,270.0,46.0,0.0013623574707537392
271,271.0,28.0,0.0008292610691544498
272,272.0,924.0,0.027365615282096845
273,273.0,4.0,0.00011846586702206426
274,274.0,18.0,0.0005330964015992892
275,275.0,441.0,0.013060861839182586
276,276.0,1851.0,0.05482007996446024
277,277.0,3.0,8.884940026654821e-05
278,278.0,116.0,0.0034355101436398636
279,279.0,4.0,0.00011846586702206426
280,280.0,3.0,8.884940026654821e-05
281,281.0,238.0,0.007048719087812824
282,282.0,1.0,2.9616466755516066e-05
283,283.0,1.0,2.9616466755516066e-05
284,284.0,1.0,2.9616466755516066e-05
285,285.0,173.0,0.00512364874870428
286,286.0,462.0,0.013682807641048423
287,287.0,1.0,2.9616466755516066e-05
288,288.0,2.0,5.923293351103213e-05
289,289.0,2.0,5.923293351103213e-05
290,290.0,90.0,0.0026654820079964462
291,291.0,8.0,0.00023693173404412853
292,292.0,232.0,0.006871020287279727
293,293.0,358.0,0.010602695098474751
294,294.0,11.0,0.00032578113431067676
295,295.0,2.0,5.923293351103213e-05
296,296.0,64.0,0.0018954538723530282
297,297.0,1.0,2.9616466755516066e-05
298,298.0,15.0,0.000444247001332741
299,299.0,2.0,5.923293351103213e-05
300,300.0,4.0,0.00011846586702206426
301,301.0,147.0,0.0043536206130608615
302,302.0,4.0,0.00011846586702206426
303,303.0,28.0,0.0008292610691544498
304,304.0,1.0,2.9616466755516066e-05
305,305.0,1.0,2.9616466755516066e-05
306,306.0,1.0,2.9616466755516066e-05
307,307.0,5.0,0.00014808233377758035
308,308.0,15.0,0.000444247001332741
309,309.0,53.0,0.0015696727380423514
310,310.0,2.0,5.923293351103213e-05
311,311.0,1.0,2.9616466755516066e-05
312,312.0,6.0,0.00017769880053309641
313,313.0,3.0,8.884940026654821e-05
314,314.0,67.0,0.0019843032726195764
315,315.0,1.0,2.9616466755516066e-05
316,316.0,2.0,5.923293351103213e-05
317,317.0,4.0,0.00011846586702206426
318,318.0,2.0,5.923293351103213e-05
319,319.0,2.0,5.923293351103213e-05
320,320.0,1.0,2.9616466755516066e-05
321,321.0,4.0,0.00011846586702206426
322,322.0,2.0,5.923293351103213e-05
323,323.0,501.0,0.01483784984451355
324,324.0,3.0,8.884940026654821e-05
325,325.0,19.0,0.0005627128683548053
326,326.0,19.0,0.0005627128683548053
327,327.0,42.0,0.001243891603731675
328,328.0,29.0,0.0008588775359099659
329,329.0,64.0,0.0018954538723530282
330,330.0,1.0,2.9616466755516066e-05
331,331.0,2.0,5.923293351103213e-05
332,332.0,1.0,2.9616466755516066e-05
333,333.0,3.0,8.884940026654821e-05
334,334.0,5.0,0.00014808233377758035
335,335.0,4.0,0.00011846586702206426
336,336.0,1.0,2.9616466755516066e-05
337,337.0,6.0,0.00017769880053309641
338,338.0,2.0,5.923293351103213e-05
339,339.0,3.0,8.884940026654821e-05
340,340.0,86.0,0.002547016140974382
341,341.0,167.0,0.004945949948171183
342,342.0,2.0,5.923293351103213e-05
343,343.0,7.0,0.00020731526728861246
344,344.0,1.0,2.9616466755516066e-05
345,345.0,26.0,0.0007700281356434177
346,346.0,5.0,0.00014808233377758035
347,347.0,1.0,2.9616466755516066e-05
348,348.0,2.0,5.923293351103213e-05
349,349.0,359.0,0.010632311565230267
350,350.0,2.0,5.923293351103213e-05
351,351.0,16.0,0.00047386346808825705
352,352.0,64.0,0.0018954538723530282
353,353.0,10.0,0.0002961646675551607
354,354.0,3.0,8.884940026654821e-05
355,355.0,3.0,8.884940026654821e-05
356,356.0,10.0,0.0002961646675551607
357,357.0,1.0,2.9616466755516066e-05
358,358.0,2.0,5.923293351103213e-05
359,359.0,368.0,0.010898859766029913
360,360.0,3.0,8.884940026654821e-05
361,361.0,3.0,8.884940026654821e-05
362,362.0,12.0,0.00035539760106619283
363,363.0,1.0,2.9616466755516066e-05
364,364.0,1.0,2.9616466755516066e-05
365,365.0,5.0,0.00014808233377758035
366,366.0,85.0,0.0025173996742188657
367,367.0,14.0,0.0004146305345772249
368,368.0,2.0,5.923293351103213e-05
369,369.0,49.0,0.0014512068710202874
370,370.0,5.0,0.00014808233377758035
371,371.0,8.0,0.00023693173404412853
372,372.0,126.0,0.0037316748111950243
373,373.0,3.0,8.884940026654821e-05
374,374.0,2.0,5.923293351103213e-05
375,375.0,39.0,0.0011550422034651267
376,376.0,1.0,2.9616466755516066e-05
377,377.0,2.0,5.923293351103213e-05
378,378.0,1.0,2.9616466755516066e-05
379,379.0,18.0,0.0005330964015992892
380,380.0,2.0,5.923293351103213e-05
381,381.0,37.0,0.0010958092699540946
382,382.0,29.0,0.0008588775359099659
383,383.0,1.0,2.9616466755516066e-05
384,384.0,8.0,0.00023693173404412853
385,385.0,1.0,2.9616466755516066e-05
386,386.0,86.0,0.002547016140974382
387,387.0,795.0,0.023545091070635273
388,388.0,9.0,0.0002665482007996446
389,389.0,47.0,0.0013919739375092552
390,390.0,16.0,0.00047386346808825705
391,391.0,38.0,0.0011254257367096106
392,392.0,3.0,8.884940026654821e-05
393,393.0,386.0,0.011431956167629202
394,394.0,16.0,0.00047386346808825705
395,395.0,205.0,0.006071375684880794
396,396.0,1.0,2.9616466755516066e-05
397,397.0,6.0,0.00017769880053309641
398,398.0,3.0,8.884940026654821e-05
399,399.0,6.0,0.00017769880053309641
400,400.0,2.0,5.923293351103213e-05
401,401.0,36.0,0.0010661928031985785
402,402.0,4.0,0.00011846586702206426
403,403.0,3.0,8.884940026654821e-05
404,404.0,108.0,0.003198578409595735
405,405.0,14.0,0.0004146305345772249
406,406.0,11.0,0.00032578113431067676
407,407.0,20.0,0.0005923293351103214
408,408.0,1.0,2.9616466755516066e-05
409,409.0,64.0,0.0018954538723530282
410,410.0,2.0,5.923293351103213e-05
411,411.0,2.0,5.923293351103213e-05
412,412.0,2.0,5.923293351103213e-05
413,413.0,1.0,2.9616466755516066e-05
414,414.0,12.0,0.00035539760106619283
415,415.0,1077.0,0.031896934695690805
416,416.0,156.0,0.004620168813860507
417,417.0,1.0,2.9616466755516066e-05
418,418.0,2.0,5.923293351103213e-05
419,419.0,72.0,0.002132385606397157
420,420.0,5.0,0.00014808233377758035
421,421.0,64.0,0.0018954538723530282
422,422.0,401.0,0.011876203168961944
423,423.0,1023.0,0.030297645490892935
424,424.0,89.0,0.00263586554124093
425,425.0,2675.0,0.07922404857100548
426,426.0,1102.0,0.032637346364578705
427,427.0,3498.0,0.10359840071079521
428,428.0,932.0,0.027602547016140976
429,429.0,1913.0,0.05665630090330224
430,430.0,1575.0,0.046645935139937804
431,431.0,84.0,0.00248778320746335
432,432.0,10.0,0.0002961646675551607
433,433.0,465.0,0.013771657041314972
434,434.0,837.0,0.02478898267436695
435,435.0,23.0,0.0006811787353768696
436,436.0,1187.0,0.03515474603879757
437,437.0,1441.0,0.04267732859469865
438,438.0,2027.0,0.060032578113431066
439,439.0,232.0,0.006871020287279727
440,440.0,93.0,0.002754331408262994
441,441.0,3666.0,0.1085739671257219
442,442.0,3313.0,0.09811935436102473
443,443.0,278.0,0.008233377758033466
444,444.0,2631.0,0.07792092403376277
445,445.0,491.0,0.01454168517695839
446,446.0,1138.0,0.03370353916777728
447,447.0,232.0,0.006871020287279727
448,448.0,31.0,0.000918110469420998
449,449.0,855.0,0.025322079075966238
450,450.0,367.0,0.010869243299274396
451,451.0,206.0,0.00610099215163631
452,452.0,254.0,0.007522582555901081
453,453.0,3.0,8.884940026654821e-05
454,454.0,5.0,0.00014808233377758035
455,455.0,24.0,0.0007107952021323857
456,456.0,745.0,0.02206426773285947
457,457.0,127.0,0.0037612912779505406
458,458.0,2.0,5.923293351103213e-05
459,459.0,82.0,0.0024285502739523177
460,460.0,95.0,0.0028135643417740263
461,461.0,17.0,0.0005034799348437732
462,462.0,206.0,0.00610099215163631
463,463.0,485.0,0.014363986376425292
464,464.0,209.0,0.006189841551902858
465,465.0,97.0,0.0028727972752850585
466,466.0,61.0,0.00180660447208648
467,467.0,2473.0,0.07324152228639123
468,468.0,399.0,0.01181697023545091
469,469.0,59.0,0.0017473715385754479
470,470.0,1.0,2.9616466755516066e-05
471,471.0,2.0,5.923293351103213e-05
472,472.0,1202.0,0.03559899304013031
473,473.0,1.0,2.9616466755516066e-05
474,474.0,704.0,0.020849992595883313
475,475.0,2139.0,0.06334962239004886
476,476.0,121.0,0.003583592477417444
477,477.0,1676.0,0.04963719828224493
478,478.0,985.0,0.029172219754183326
479,479.0,19.0,0.0005627128683548053
480,480.0,7.0,0.00020731526728861246
481,481.0,101.0,0.0029912631423071228
482,482.0,40.0,0.0011846586702206428
483,483.0,178.0,0.00527173108248186
484,484.0,5.0,0.00014808233377758035
485,485.0,483.0,0.01430475344291426
486,486.0,60.0,0.001776988005330964
487,487.0,20.0,0.0005923293351103214
488,488.0,6.0,0.00017769880053309641
489,489.0,31.0,0.000918110469420998
490,490.0,3216.0,0.09524655708573967
491,491.0,13.0,0.00038501406782170884
492,492.0,1086.0,0.03216348289649045
493,493.0,20.0,0.0005923293351103214
494,494.0,626.0,0.01853990818895306
495,495.0,35.0,0.0010365763364430624
496,496.0,227.0,0.006722937953502147
497,497.0,1.0,2.9616466755516066e-05
498,498.0,442.0,0.013090478305938102
499,499.0,4.0,0.00011846586702206426
500,500.0,71.0,0.0021027691396416407
501,501.0,176.0,0.005212498148970828
502,502.0,4.0,0.00011846586702206426
503,503.0,491.0,0.01454168517695839
504,504.0,2457.0,0.07276765881830298
505,505.0,10.0,0.0002961646675551607
506,506.0,11.0,0.00032578113431067676
507,507.0,1662.0,0.0492225677476677
508,508.0,1310.0,0.03879757144972605
509,509.0,27.0,0.0007996446023989338
510,510.0,6.0,0.00017769880053309641
511,511.0,389.0,0.01152080556789575
512,512.0,23.0,0.0006811787353768696
513,513.0,124.0,0.003672441877683992
514,514.0,358.0,0.010602695098474751
515,515.0,80.0,0.0023693173404412855
516,516.0,415.0,0.012290833703539167
517,517.0,3414.0,0.10111061750333185
518,518.0,635.0,0.0188064563897527
519,519.0,784.0,0.023219309936324598
520,520.0,658.0,0.019487635125129573
521,521.0,182.0,0.005390196949503924
522,522.0,1109.0,0.03284466163186732
523,523.0,856.0,0.025351695542721753
524,524.0,156.0,0.004620168813860507
525,525.0,1374.0,0.04069302532207908
526,526.0,112.0,0.0033170442766177993
527,527.0,78.0,0.0023100844069302534
528,528.0,60.0,0.001776988005330964
529,529.0,160.0,0.004738634680882571
530,530.0,150.0,0.00444247001332741
531,531.0,28.0,0.0008292610691544498
532,532.0,89.0,0.00263586554124093
533,533.0,35.0,0.0010365763364430624
534,534.0,8.0,0.00023693173404412853
535,535.0,580.0,0.01717755071819932
536,536.0,69.0,0.0020435362061306086
537,537.0,130.0,0.0038501406782170886
538,538.0,462.0,0.013682807641048423
539,539.0,82.0,0.0024285502739523177
540,540.0,63.0,0.0018658374055975121
541,541.0,68.0,0.0020139197393750927
542,542.0,104.0,0.0030801125425736708
543,543.0,279.0,0.008262994224788984
544,544.0,1119.0,0.03314082629942248
545,545.0,409.0,0.012113134903006072
546,546.0,6558.0,0.19422478898267437
547,547.0,1185.0,0.03509551310528654
548,548.0,788.0,0.02333777580334666
549,549.0,218.0,0.006456389752702503
550,550.0,37.0,0.0010958092699540946
551,551.0,6.0,0.00017769880053309641
552,552.0,627.0,0.018569524655708575
553,553.0,239.0,0.00707833555456834
554,554.0,371.0,0.010987709166296461
555,555.0,359.0,0.010632311565230267
556,556.0,188.0,0.005567895750037021
557,557.0,1145.0,0.0339108544350659
558,558.0,70.0,0.002073152672886125
559,559.0,25.0,0.0007404116688879016
560,560.0,34.0,0.0010069598696875464
561,561.0,1.0,2.9616466755516066e-05
562,562.0,14.0,0.0004146305345772249
563,563.0,765.0,0.02265659706796979
564,564.0,296.0,0.008766474159632756
565,565.0,5.0,0.00014808233377758035
566,566.0,234.0,0.00693025322079076
567,567.0,15.0,0.000444247001332741
568,568.0,1032.0,0.03056419369169258
569,569.0,22.0,0.0006515622686213535
570,570.0,50.0,0.0014808233377758032
571,571.0,1083.0,0.0320746334962239
572,572.0,150.0,0.00444247001332741
573,573.0,261.0,0.007729897823189694
574,574.0,3961.0,0.11731082481859914
575,575.0,1135.0,0.03361468976751074
576,576.0,32.0,0.0009477269361765141
577,577.0,310.0,0.00918110469420998
578,578.0,13.0,0.00038501406782170884
579,579.0,67.0,0.0019843032726195764
580,580.0,29.0,0.0008588775359099659
581,581.0,122.0,0.00361320894417296
582,582.0,102.0,0.0030208796090626386
583,583.0,184.0,0.005449429883014957
584,584.0,82.0,0.0024285502739523177
585,585.0,17.0,0.0005034799348437732
586,586.0,9.0,0.0002665482007996446
587,587.0,51.0,0.0015104398045313193
588,588.0,400.0,0.011846586702206426
589,589.0,678.0,0.020079964460239894
590,590.0,45.0,0.0013327410039982231
591,591.0,1.0,2.9616466755516066e-05
592,592.0,9.0,0.0002665482007996446
593,593.0,640.0,0.018954538723530284
594,594.0,5.0,0.00014808233377758035
595,595.0,40.0,0.0011846586702206428
596,596.0,290.0,0.00858877535909966
597,597.0,1811.0,0.0536354212942396
598,598.0,26.0,0.0007700281356434177
599,599.0,106.0,0.003139345476084703
600,600.0,3.0,8.884940026654821e-05
601,601.0,95.0,0.0028135643417740263
602,602.0,16.0,0.00047386346808825705
603,603.0,121.0,0.003583592477417444
604,604.0,2455.0,0.07270842588479194
605,605.0,2565.0,0.0759662372278987
606,606.0,262.0,0.00775951428994521
607,607.0,70.0,0.002073152672886125
608,608.0,20.0,0.0005923293351103214
609,609.0,18.0,0.0005330964015992892
610,610.0,142.0,0.004205538279283281
611,611.0,1146.0,0.03394047090182141
612,612.0,42.0,0.001243891603731675
613,613.0,126.0,0.0037316748111950243
614,614.0,2.0,5.923293351103213e-05
615,615.0,169.0,0.0050051828816822155
616,616.0,2.0,5.923293351103213e-05
617,617.0,8.0,0.00023693173404412853
618,618.0,1.0,2.9616466755516066e-05
619,619.0,23.0,0.0006811787353768696
620,620.0,4.0,0.00011846586702206426
621,621.0,331.0,0.009803050496075818
622,622.0,104.0,0.0030801125425736708
623,623.0,34.0,0.0010069598696875464
624,624.0,2.0,5.923293351103213e-05
625,625.0,108.0,0.003198578409595735
626,626.0,530.0,0.015696727380423516
627,627.0,46.0,0.0013623574707537392
628,628.0,154.0,0.004560935880349474
629,629.0,49.0,0.0014512068710202874
630,630.0,15.0,0.000444247001332741
631,631.0,19.0,0.0005627128683548053
632,632.0,4.0,0.00011846586702206426
633,633.0,2073.0,0.06139493558418481
634,634.0,2.0,5.923293351103213e-05
635,635.0,12.0,0.00035539760106619283
636,636.0,83.0,0.0024581667407078335
637,637.0,496.0,0.014689767510735969
638,638.0,889.0,0.026329038945653783
639,639.0,91.0,0.002695098474751962
640,640.0,2815.0,0.08337035391677773
641,641.0,1880.0,0.055678957500370205
642,642.0,243.0,0.007196801421590404
643,643.0,96.0,0.0028431808085295426
644,644.0,27.0,0.0007996446023989338
645,645.0,315.0,0.009329187027987561
646,646.0,7.0,0.00020731526728861246
647,647.0,2.0,5.923293351103213e-05
648,648.0,1.0,2.9616466755516066e-05
649,649.0,998.0,0.029557233822005036
650,650.0,9.0,0.0002665482007996446
651,651.0,505.0,0.014956315711535613
652,652.0,701.0,0.02076114319561676
653,653.0,662.0,0.019606100992151636
654,654.0,1672.0,0.049518732415222866
655,655.0,4808.0,0.14239597216052124
656,656.0,1.0,2.9616466755516066e-05
657,657.0,538.0,0.015933659114467643
658,658.0,452.0,0.013386642973493262
659,659.0,12325.0,0.3650229527617355
660,660.0,47.0,0.0013919739375092552
661,661.0,88.0,0.002606249074485414
662,662.0,296.0,0.008766474159632756
663,663.0,33.0,0.0009773434029320303
664,664.0,15.0,0.000444247001332741
665,665.0,15.0,0.000444247001332741
666,666.0,6350.0,0.18806456389752702
667,667.0,24.0,0.0007107952021323857
668,668.0,2.0,5.923293351103213e-05
669,669.0,7.0,0.00020731526728861246
670,670.0,877.0,0.02597364134458759
671,671.0,162.0,0.004797867614393603
672,672.0,3.0,8.884940026654821e-05
673,673.0,1.0,2.9616466755516066e-05
674,674.0,61.0,0.00180660447208648
675,675.0,514.0,0.015222863912335259
676,676.0,1088.0,0.03222271583000148
677,677.0,6798.0,0.20133274100399823
678,678.0,48.0,0.0014215904042647713
679,679.0,76.0,0.0022508514734192213
680,680.0,3.0,8.884940026654821e-05
681,681.0,44.0,0.001303124537242707
682,682.0,577.0,0.01708870131793277
683,683.0,34.0,0.0010069598696875464
684,684.0,48.0,0.0014215904042647713
685,685.0,38.0,0.0011254257367096106
686,686.0,1.0,2.9616466755516066e-05
687,687.0,5.0,0.00014808233377758035
688,688.0,1223.0,0.03622093884199615
689,689.0,2.0,5.923293351103213e-05
690,690.0,3.0,8.884940026654821e-05
691,691.0,456.0,0.013505108840515326
692,692.0,243.0,0.007196801421590404
693,693.0,4.0,0.00011846586702206426
694,694.0,87.0,0.002576632607729898
695,695.0,206.0,0.00610099215163631
696,696.0,25.0,0.0007404116688879016
697,697.0,96.0,0.0028431808085295426
