,sym_id,frequency,freq_ratio
62,354.0,221.0,0.006545239152969051
63,375.0,217.0,0.006426773285946987
64,352.0,215.0,0.006367540352435954
65,271.0,215.0,0.006367540352435954
66,353.0,212.0,0.006278690952169406
67,151.0,212.0,0.006278690952169406
68,319.0,198.0,0.005864060417592181
69,86.0,194.0,0.005745594550570117
70,244.0,193.0,0.005715978083814601
71,175.0,190.0,0.005627128683548053
72,245.0,189.0,0.005597512216792537
73,322.0,181.0,0.005360580482748408
74,57.0,181.0,0.005360580482748408
75,294.0,180.0,0.0053309640159928924
76,198.0,180.0,0.0053309640159928924
77,219.0,178.0,0.00527173108248186
78,309.0,175.0,0.0051828816822153114
79,295.0,175.0,0.0051828816822153114
80,135.0,170.0,0.005034799348437731
81,10.0,168.0,0.0049755664149267
82,120.0,161.0,0.004768251147638087
83,227.0,159.0,0.004709018214127054
84,231.0,158.0,0.0046794017473715385
85,212.0,155.0,0.00459055234710499
86,203.0,150.0,0.00444247001332741
87,337.0,142.0,0.004205538279283281
88,130.0,140.0,0.00414630534577225
89,323.0,137.0,0.004057455945505701
90,214.0,137.0,0.004057455945505701
91,237.0,135.0,0.003998223011994669
92,156.0,135.0,0.003998223011994669
93,377.0,130.0,0.0038501406782170886
94,126.0,130.0,0.0038501406782170886
95,110.0,118.0,0.0034947430771508957
96,106.0,115.0,0.0034058936768843477
97,164.0,111.0,0.0032874278098622835
98,382.0,109.0,0.0032281948763512513
99,345.0,109.0,0.0032281948763512513
100,207.0,107.0,0.003168961942840219
101,261.0,103.0,0.003050496075818155
102,332.0,101.0,0.0029912631423071228
103,329.0,101.0,0.0029912631423071228
104,81.0,101.0,0.0029912631423071228
105,326.0,97.0,0.0028727972752850585
106,335.0,96.0,0.0028431808085295426
107,27.0,93.0,0.002754331408262994
108,358.0,92.0,0.0027247149415074784
109,315.0,92.0,0.0027247149415074784
110,232.0,86.0,0.002547016140974382
111,387.0,83.0,0.0024581667407078335
112,133.0,83.0,0.0024581667407078335
113,278.0,82.0,0.0024285502739523177
114,341.0,79.0,0.0023397008736857692
115,185.0,74.0,0.002191618539908189
116,333.0,73.0,0.002162002073152673
117,195.0,73.0,0.002162002073152673
118,199.0,72.0,0.002132385606397157
119,123.0,70.0,0.002073152672886125
120,304.0,67.0,0.0019843032726195764
121,188.0,67.0,0.0019843032726195764
122,279.0,62.0,0.001836220938841996
123,71.0,62.0,0.001836220938841996
124,125.0,61.0,0.00180660447208648
125,160.0,58.0,0.0017177550718199318
126,95.0,56.0,0.0016585221383088997
127,204.0,55.0,0.0016289056715533836
128,215.0,54.0,0.0015992892047978675
129,61.0,52.0,0.0015400562712868354
130,359.0,51.0,0.0015104398045313193
131,371.0,48.0,0.0014215904042647713
132,336.0,48.0,0.0014215904042647713
133,89.0,48.0,0.0014215904042647713
134,307.0,47.0,0.0013919739375092552
135,264.0,46.0,0.0013623574707537392
136,200.0,44.0,0.001303124537242707
137,79.0,43.0,0.001273508070487191
138,38.0,43.0,0.001273508070487191
139,252.0,42.0,0.001243891603731675
140,365.0,41.0,0.0012142751369761588
141,362.0,41.0,0.0012142751369761588
142,166.0,41.0,0.0012142751369761588
143,174.0,40.0,0.0011846586702206428
144,171.0,40.0,0.0011846586702206428
145,28.0,39.0,0.0011550422034651267
146,62.0,38.0,0.0011254257367096106
147,248.0,37.0,0.0010958092699540946
148,144.0,37.0,0.0010958092699540946
149,318.0,36.0,0.0010661928031985785
150,272.0,36.0,0.0010661928031985785
151,18.0,36.0,0.0010661928031985785
152,289.0,34.0,0.0010069598696875464
153,17.0,33.0,0.0009773434029320303
154,229.0,31.0,0.000918110469420998
155,373.0,30.0,0.000888494002665482
156,265.0,30.0,0.000888494002665482
157,230.0,30.0,0.000888494002665482
158,149.0,30.0,0.000888494002665482
159,296.0,29.0,0.0008588775359099659
160,69.0,28.0,0.0008292610691544498
161,34.0,28.0,0.0008292610691544498
162,154.0,27.0,0.0007996446023989338
163,260.0,26.0,0.0007700281356434177
164,47.0,26.0,0.0007700281356434177
165,321.0,24.0,0.0007107952021323857
166,170.0,24.0,0.0007107952021323857
167,159.0,24.0,0.0007107952021323857
168,85.0,24.0,0.0007107952021323857
169,41.0,23.0,0.0006811787353768696
170,285.0,22.0,0.0006515622686213535
171,218.0,22.0,0.0006515622686213535
172,251.0,21.0,0.0006219458018658375
173,153.0,21.0,0.0006219458018658375
174,148.0,21.0,0.0006219458018658375
175,113.0,21.0,0.0006219458018658375
176,54.0,21.0,0.0006219458018658375
177,342.0,20.0,0.0005923293351103214
178,339.0,20.0,0.0005923293351103214
179,74.0,20.0,0.0005923293351103214
180,19.0,20.0,0.0005923293351103214
181,288.0,19.0,0.0005627128683548053
182,277.0,19.0,0.0005627128683548053
183,190.0,19.0,0.0005627128683548053
184,316.0,18.0,0.0005330964015992892
185,292.0,18.0,0.0005330964015992892
186,364.0,17.0,0.0005034799348437732
187,186.0,17.0,0.0005034799348437732
188,119.0,17.0,0.0005034799348437732
189,65.0,17.0,0.0005034799348437732
190,13.0,17.0,0.0005034799348437732
191,378.0,16.0,0.00047386346808825705
192,331.0,16.0,0.00047386346808825705
193,103.0,16.0,0.00047386346808825705
194,360.0,15.0,0.000444247001332741
195,317.0,15.0,0.000444247001332741
196,201.0,15.0,0.000444247001332741
197,158.0,15.0,0.000444247001332741
198,102.0,15.0,0.000444247001332741
199,355.0,14.0,0.0004146305345772249
200,350.0,14.0,0.0004146305345772249
201,270.0,14.0,0.0004146305345772249
202,235.0,14.0,0.0004146305345772249
203,163.0,14.0,0.0004146305345772249
204,161.0,14.0,0.0004146305345772249
205,370.0,13.0,0.00038501406782170884
206,320.0,13.0,0.00038501406782170884
207,311.0,13.0,0.00038501406782170884
208,297.0,13.0,0.00038501406782170884
209,192.0,13.0,0.00038501406782170884
210,141.0,13.0,0.00038501406782170884
211,25.0,13.0,0.00038501406782170884
212,23.0,13.0,0.00038501406782170884
213,139.0,12.0,0.00035539760106619283
214,302.0,11.0,0.00032578113431067676
215,194.0,11.0,0.00032578113431067676
216,176.0,11.0,0.00032578113431067676
217,155.0,11.0,0.00032578113431067676
218,46.0,11.0,0.00032578113431067676
219,3.0,11.0,0.00032578113431067676
220,388.0,10.0,0.0002961646675551607
221,334.0,10.0,0.0002961646675551607
222,263.0,10.0,0.0002961646675551607
223,162.0,10.0,0.0002961646675551607
224,111.0,10.0,0.0002961646675551607
225,99.0,10.0,0.0002961646675551607
226,96.0,10.0,0.0002961646675551607
227,39.0,10.0,0.0002961646675551607
228,26.0,10.0,0.0002961646675551607
229,2.0,10.0,0.0002961646675551607
230,385.0,9.0,0.0002665482007996446
231,381.0,9.0,0.0002665482007996446
232,368.0,9.0,0.0002665482007996446
233,209.0,9.0,0.0002665482007996446
234,178.0,9.0,0.0002665482007996446
235,140.0,9.0,0.0002665482007996446
236,82.0,9.0,0.0002665482007996446
237,52.0,9.0,0.0002665482007996446
238,51.0,9.0,0.0002665482007996446
239,6.0,9.0,0.0002665482007996446
240,379.0,8.0,0.00023693173404412853
241,366.0,8.0,0.00023693173404412853
242,300.0,8.0,0.00023693173404412853
243,291.0,8.0,0.00023693173404412853
244,284.0,8.0,0.00023693173404412853
245,180.0,8.0,0.00023693173404412853
246,137.0,8.0,0.00023693173404412853
247,97.0,8.0,0.00023693173404412853
248,67.0,8.0,0.00023693173404412853
249,60.0,8.0,0.00023693173404412853
250,15.0,8.0,0.00023693173404412853
251,361.0,7.0,0.00020731526728861246
252,324.0,7.0,0.00020731526728861246
253,258.0,7.0,0.00020731526728861246
254,226.0,7.0,0.00020731526728861246
255,157.0,7.0,0.00020731526728861246
256,150.0,7.0,0.00020731526728861246
257,107.0,7.0,0.00020731526728861246
258,68.0,7.0,0.00020731526728861246
259,59.0,7.0,0.00020731526728861246
260,56.0,7.0,0.00020731526728861246
261,31.0,7.0,0.00020731526728861246
262,374.0,6.0,0.00017769880053309641
263,268.0,6.0,0.00017769880053309641
264,240.0,6.0,0.00017769880053309641
265,224.0,6.0,0.00017769880053309641
266,223.0,6.0,0.00017769880053309641
267,220.0,6.0,0.00017769880053309641
268,179.0,6.0,0.00017769880053309641
269,143.0,6.0,0.00017769880053309641
270,131.0,6.0,0.00017769880053309641
271,108.0,6.0,0.00017769880053309641
272,73.0,6.0,0.00017769880053309641
273,49.0,6.0,0.00017769880053309641
274,340.0,5.0,0.00014808233377758035
275,301.0,5.0,0.00014808233377758035
276,256.0,5.0,0.00014808233377758035
277,191.0,5.0,0.00014808233377758035
278,145.0,5.0,0.00014808233377758035
279,124.0,5.0,0.00014808233377758035
280,114.0,5.0,0.00014808233377758035
281,87.0,5.0,0.00014808233377758035
282,386.0,4.0,0.00011846586702206426
283,384.0,4.0,0.00011846586702206426
284,343.0,4.0,0.00011846586702206426
285,298.0,4.0,0.00011846586702206426
286,250.0,4.0,0.00011846586702206426
287,239.0,4.0,0.00011846586702206426
288,205.0,4.0,0.00011846586702206426
289,182.0,4.0,0.00011846586702206426
290,181.0,4.0,0.00011846586702206426
291,177.0,4.0,0.00011846586702206426
292,134.0,4.0,0.00011846586702206426
293,127.0,4.0,0.00011846586702206426
294,122.0,4.0,0.00011846586702206426
295,118.0,4.0,0.00011846586702206426
296,104.0,4.0,0.00011846586702206426
297,101.0,4.0,0.00011846586702206426
298,91.0,4.0,0.00011846586702206426
299,83.0,4.0,0.00011846586702206426
300,53.0,4.0,0.00011846586702206426
301,48.0,4.0,0.00011846586702206426
302,45.0,4.0,0.00011846586702206426
303,43.0,4.0,0.00011846586702206426
304,35.0,4.0,0.00011846586702206426
305,351.0,3.0,8.884940026654821e-05
306,347.0,3.0,8.884940026654821e-05
307,327.0,3.0,8.884940026654821e-05
308,273.0,3.0,8.884940026654821e-05
309,221.0,3.0,8.884940026654821e-05
310,184.0,3.0,8.884940026654821e-05
311,173.0,3.0,8.884940026654821e-05
312,136.0,3.0,8.884940026654821e-05
313,132.0,3.0,8.884940026654821e-05
314,115.0,3.0,8.884940026654821e-05
315,93.0,3.0,8.884940026654821e-05
316,76.0,3.0,8.884940026654821e-05
317,70.0,3.0,8.884940026654821e-05
318,50.0,3.0,8.884940026654821e-05
319,40.0,3.0,8.884940026654821e-05
320,32.0,3.0,8.884940026654821e-05
321,8.0,3.0,8.884940026654821e-05
322,380.0,2.0,5.923293351103213e-05
323,356.0,2.0,5.923293351103213e-05
324,310.0,2.0,5.923293351103213e-05
325,234.0,2.0,5.923293351103213e-05
326,216.0,2.0,5.923293351103213e-05
327,172.0,2.0,5.923293351103213e-05
328,168.0,2.0,5.923293351103213e-05
329,167.0,2.0,5.923293351103213e-05
330,129.0,2.0,5.923293351103213e-05
331,128.0,2.0,5.923293351103213e-05
332,112.0,2.0,5.923293351103213e-05
333,105.0,2.0,5.923293351103213e-05
334,100.0,2.0,5.923293351103213e-05
335,98.0,2.0,5.923293351103213e-05
336,78.0,2.0,5.923293351103213e-05
337,72.0,2.0,5.923293351103213e-05
338,64.0,2.0,5.923293351103213e-05
339,58.0,2.0,5.923293351103213e-05
340,55.0,2.0,5.923293351103213e-05
341,44.0,2.0,5.923293351103213e-05
342,37.0,2.0,5.923293351103213e-05
343,36.0,2.0,5.923293351103213e-05
344,22.0,2.0,5.923293351103213e-05
345,20.0,2.0,5.923293351103213e-05
346,16.0,2.0,5.923293351103213e-05
347,12.0,2.0,5.923293351103213e-05
348,11.0,2.0,5.923293351103213e-05
349,9.0,2.0,5.923293351103213e-05
350,7.0,2.0,5.923293351103213e-05
351,4.0,2.0,5.923293351103213e-05
352,1.0,2.0,5.923293351103213e-05
353,0.0,2.0,5.923293351103213e-05
354,287.0,1.0,2.9616466755516066e-05
355,281.0,1.0,2.9616466755516066e-05
356,280.0,1.0,2.9616466755516066e-05
357,275.0,1.0,2.9616466755516066e-05
358,255.0,1.0,2.9616466755516066e-05
359,249.0,1.0,2.9616466755516066e-05
360,243.0,1.0,2.9616466755516066e-05
361,238.0,1.0,2.9616466755516066e-05
362,233.0,1.0,2.9616466755516066e-05
363,228.0,1.0,2.9616466755516066e-05
364,225.0,1.0,2.9616466755516066e-05
365,213.0,1.0,2.9616466755516066e-05
366,189.0,1.0,2.9616466755516066e-05
367,187.0,1.0,2.9616466755516066e-05
368,183.0,1.0,2.9616466755516066e-05
369,169.0,1.0,2.9616466755516066e-05
370,152.0,1.0,2.9616466755516066e-05
371,146.0,1.0,2.9616466755516066e-05
372,142.0,1.0,2.9616466755516066e-05
373,121.0,1.0,2.9616466755516066e-05
374,117.0,1.0,2.9616466755516066e-05
375,116.0,1.0,2.9616466755516066e-05
376,109.0,1.0,2.9616466755516066e-05
377,92.0,1.0,2.9616466755516066e-05
378,90.0,1.0,2.9616466755516066e-05
379,84.0,1.0,2.9616466755516066e-05
380,77.0,1.0,2.9616466755516066e-05
381,75.0,1.0,2.9616466755516066e-05
382,66.0,1.0,2.9616466755516066e-05
383,63.0,1.0,2.9616466755516066e-05
384,42.0,1.0,2.9616466755516066e-05
385,33.0,1.0,2.9616466755516066e-05
386,30.0,1.0,2.9616466755516066e-05
387,24.0,1.0,2.9616466755516066e-05
388,21.0,1.0,2.9616466755516066e-05
389,5.0,1.0,2.9616466755516066e-05
